internal_project_id,reporting_date,issue_category,issue_description,issue_status,severity
PAI-02426,2025-12-01,LEGAL_OR_SOCIAL,Synthetic monitoring issue related to legal or social.,OPEN,LOW
PAI-02426,2026-01-01,PROCUREMENT_OR_CONTRACT,Synthetic monitoring issue related to procurement or contract.,OPEN,MEDIUM
PAI-02426,2026-01-01,PROCUREMENT_OR_CONTRACT,Synthetic monitoring issue related to procurement or contract.,OPEN,HIGH
PAI-02426,2026-02-01,CLEARANCE,Synthetic monitoring issue related to clearance.,OPEN,MEDIUM
PAI-02427,2024-04-01,LAND_ACQUISITION,Synthetic monitoring issue related to land acquisition.,IN_PROGRESS,MEDIUM
PAI-02427,2024-05-01,OTHER_OR_UNKNOWN,Synthetic monitoring issue related to other or unknown.,IN_PROGRESS,MEDIUM
PAI-02427,2024-05-01,FUNDING,Synthetic monitoring issue related to funding.,OPEN,MEDIUM
PAI-02427,2024-09-01,SCOPE_OR_POLICY,Synthetic monitoring issue related to scope or policy.,IN_PROGRESS,HIGH
PAI-02427,2024-11-01,LAND_ACQUISITION,Synthetic monitoring issue related to land acquisition.,OPEN,MEDIUM
PAI-02427,2025-01-01,SCOPE_OR_POLICY,Synthetic monitoring issue related to scope or policy.,IN_PROGRESS,LOW
PAI-02427,2025-02-01,FUNDING,Synthetic monitoring issue related to funding.,IN_PROGRESS,MEDIUM
PAI-02427,2025-03-01,SCOPE_OR_POLICY,Synthetic monitoring issue related to scope or policy.,RESOLVED,MEDIUM
PAI-02427,2025-03-01,BUDGET_OR_APPROVAL,Synthetic monitoring issue related to budget or approval.,RESOLVED,LOW
PAI-02427,2025-04-01,CLEARANCE,Synthetic monitoring issue related to clearance.,OPEN,LOW
PAI-02427,2025-08-01,BUDGET_OR_APPROVAL,Synthetic monitoring issue related to budget or approval.,RESOLVED,MEDIUM
PAI-02427,2025-10-01,PROCUREMENT_OR_CONTRACT,Synthetic monitoring issue related to procurement or contract.,OPEN,MEDIUM
PAI-02427,2025-11-01,PROCUREMENT_OR_CONTRACT,Synthetic monitoring issue related to procurement or contract.,IN_PROGRESS,LOW
PAI-02427,2025-11-01,LEGAL_OR_SOCIAL,Synthetic monitoring issue related to legal or social.,IN_PROGRESS,MEDIUM
PAI-02427,2025-11-01,LEGAL_OR_SOCIAL,Synthetic monitoring issue related to legal or social.,OPEN,HIGH
PAI-02427,2025-12-01,ENGINEERING_OR_FEASIBILITY,Synthetic monitoring issue related to engineering or feasibility.,OPEN,LOW
PAI-02427,2026-01-01,CLEARANCE,Synthetic monitoring issue related to clearance.,IN_PROGRESS,LOW
PAI-02427,2026-02-01,LAND_ACQUISITION,Synthetic monitoring issue related to land acquisition.,OPEN,MEDIUM
PAI-02428,2024-06-01,ENGINEERING_OR_FEASIBILITY,Synthetic monitoring issue related to engineering or feasibility.,RESOLVED,LOW
PAI-02428,2024-08-01,LAND_ACQUISITION,Synthetic monitoring issue related to land acquisition.,IN_PROGRESS,LOW
PAI-02428,2024-12-01,CLEARANCE,Synthetic monitoring issue related to clearance.,OPEN,MEDIUM
PAI-02428,2025-09-01,LAND_ACQUISITION,Synthetic monitoring issue related to land acquisition.,RESOLVED,HIGH
PAI-02429,2024-04-01,LEGAL_OR_SOCIAL,Synthetic monitoring issue related to legal or social.,IN_PROGRESS,HIGH
PAI-02429,2024-05-01,ENGINEERING_OR_FEASIBILITY,Synthetic monitoring issue related to engineering or feasibility.,IN_PROGRESS,MEDIUM
PAI-02429,2024-06-01,ENGINEERING_OR_FEASIBILITY,Synthetic monitoring issue related to engineering or feasibility.,OPEN,MEDIUM
PAI-02429,2024-07-01,PROCUREMENT_OR_CONTRACT,Synthetic monitoring issue related to procurement or contract.,IN_PROGRESS,LOW
PAI-02429,2024-08-01,LEGAL_OR_SOCIAL,Synthetic monitoring issue related to legal or social.,RESOLVED,HIGH
PAI-02429,2024-08-01,PROCUREMENT_OR_CONTRACT,Synthetic monitoring issue related to procurement or contract.,IN_PROGRESS,HIGH
PAI-02429,2024-08-01,PROCUREMENT_OR_CONTRACT,Synthetic monitoring issue related to procurement or contract.,OPEN,MEDIUM
PAI-02429,2024-10-01,LAND_ACQUISITION,Synthetic monitoring issue related to land acquisition.,IN_PROGRESS,MEDIUM
PAI-02429,2024-12-01,PROCUREMENT_OR_CONTRACT,Synthetic monitoring issue related to procurement or contract.,IN_PROGRESS,MEDIUM
PAI-02429,2024-12-01,FUNDING,Synthetic monitoring issue related to funding.,OPEN,LOW
PAI-02429,2024-12-01,PROCUREMENT_OR_CONTRACT,Synthetic monitoring issue related to procurement or contract.,OPEN,HIGH
PAI-02429,2024-12-01,PROCUREMENT_OR_CONTRACT,Synthetic monitoring issue related to procurement or contract.,OPEN,MEDIUM
PAI-02429,2024-12-01,BUDGET_OR_APPROVAL,Synthetic monitoring issue related to budget or approval.,IN_PROGRESS,HIGH
PAI-02429,2025-01-01,PROCUREMENT_OR_CONTRACT,Synthetic monitoring issue related to procurement or contract.,RESOLVED,MEDIUM
PAI-02429,2025-04-01,BUDGET_OR_APPROVAL,Synthetic monitoring issue related to budget or approval.,OPEN,LOW
PAI-02429,2025-05-01,LAND_ACQUISITION,Synthetic monitoring issue related to land acquisition.,OPEN,HIGH
PAI-02429,2025-06-01,PROCUREMENT_OR_CONTRACT,Synthetic monitoring issue related to procurement or contract.,RESOLVED,HIGH
PAI-02429,2025-07-01,PROCUREMENT_OR_CONTRACT,Synthetic monitoring issue related to procurement or contract.,RESOLVED,HIGH
PAI-02429,2025-07-01,SCOPE_OR_POLICY,Synthetic monitoring issue related to scope or policy.,OPEN,MEDIUM
PAI-02429,2025-08-01,CLEARANCE,Synthetic monitoring issue related to clearance.,OPEN,LOW
PAI-02429,2025-08-01,SCOPE_OR_POLICY,Synthetic monitoring issue related to scope or policy.,IN_PROGRESS,MEDIUM
PAI-02429,2025-11-01,PROCUREMENT_OR_CONTRACT,Synthetic monitoring issue related to procurement or contract.,RESOLVED,LOW
PAI-02429,2025-11-01,ENGINEERING_OR_FEASIBILITY,Synthetic monitoring issue related to engineering or feasibility.,RESOLVED,LOW
PAI-02429,2025-12-01,PROCUREMENT_OR_CONTRACT,Synthetic monitoring issue related to procurement or contract.,IN_PROGRESS,LOW
PAI-02429,2026-01-01,SCOPE_OR_POLICY,Synthetic monitoring issue related to scope or policy.,OPEN,HIGH
PAI-02429,2026-02-01,FUNDING,Synthetic monitoring issue related to funding.,OPEN,LOW
PAI-02429,2026-02-01,SCOPE_OR_POLICY,Synthetic monitoring issue related to scope or policy.,IN_PROGRESS,MEDIUM
PAI-02429,2026-02-01,LEGAL_OR_SOCIAL,Synthetic monitoring issue related to legal or social.,IN_PROGRESS,HIGH
PAI-02429,2026-03-01,CLEARANCE,Synthetic monitoring issue related to clearance.,RESOLVED,LOW
PAI-02430,2024-04-01,PROCUREMENT_OR_CONTRACT,Synthetic monitoring issue related to procurement or contract.,OPEN,MEDIUM
PAI-02430,2024-05-01,OTHER_OR_UNKNOWN,Synthetic monitoring issue related to other or unknown.,OPEN,LOW
PAI-02430,2024-07-01,FUNDING,Synthetic monitoring issue related to funding.,RESOLVED,MEDIUM
PAI-02430,2024-10-01,PROCUREMENT_OR_CONTRACT,Synthetic monitoring issue related to procurement or contract.,RESOLVED,HIGH
PAI-02430,2024-10-01,SCOPE_OR_POLICY,Synthetic monitoring issue related to scope or policy.,RESOLVED,LOW
PAI-02430,2024-10-01,LAND_ACQUISITION,Synthetic monitoring issue related to land acquisition.,IN_PROGRESS,MEDIUM
PAI-02430,2024-10-01,LAND_ACQUISITION,Synthetic monitoring issue related to land acquisition.,OPEN,LOW
PAI-02430,2024-10-01,LEGAL_OR_SOCIAL,Synthetic monitoring issue related to legal or social.,OPEN,LOW
PAI-02430,2025-01-01,CLEARANCE,Synthetic monitoring issue related to clearance.,IN_PROGRESS,MEDIUM
PAI-02430,2025-03-01,PROCUREMENT_OR_CONTRACT,Synthetic monitoring issue related to procurement or contract.,OPEN,LOW
PAI-02430,2025-03-01,CLEARANCE,Synthetic monitoring issue related to clearance.,OPEN,HIGH
PAI-02430,2025-03-01,LAND_ACQUISITION,Synthetic monitoring issue related to land acquisition.,IN_PROGRESS,LOW
PAI-02430,2025-03-01,ENGINEERING_OR_FEASIBILITY,Synthetic monitoring issue related to engineering or feasibility.,OPEN,MEDIUM
PAI-02430,2025-03-01,BUDGET_OR_APPROVAL,Synthetic monitoring issue related to budget or approval.,OPEN,MEDIUM
PAI-02430,2025-06-01,ENGINEERING_OR_FEASIBILITY,Synthetic monitoring issue related to engineering or feasibility.,IN_PROGRESS,HIGH
PAI-02430,2025-07-01,CLEARANCE,Synthetic monitoring issue related to clearance.,OPEN,LOW
PAI-02430,2025-10-01,PROCUREMENT_OR_CONTRACT,Synthetic monitoring issue related to procurement or contract.,IN_PROGRESS,LOW
PAI-02430,2025-10-01,SCOPE_OR_POLICY,Synthetic monitoring issue related to scope or policy.,OPEN,HIGH
PAI-02430,2025-10-01,FUNDING,Synthetic monitoring issue related to funding.,OPEN,LOW
PAI-02430,2025-12-01,LAND_ACQUISITION,Synthetic monitoring issue related to land acquisition.,OPEN,MEDIUM
PAI-02430,2025-12-01,ENGINEERING_OR_FEASIBILITY,Synthetic monitoring issue related to engineering or feasibility.,OPEN,MEDIUM
PAI-02430,2026-01-01,LAND_ACQUISITION,Synthetic monitoring issue related to land acquisition.,OPEN,LOW
PAI-02430,2026-01-01,BUDGET_OR_APPROVAL,Synthetic monitoring issue related to budget or approval.,IN_PROGRESS,LOW
PAI-02430,2026-01-01,PROCUREMENT_OR_CONTRACT,Synthetic monitoring issue related to procurement or contract.,OPEN,MEDIUM
PAI-02430,2026-02-01,CLEARANCE,Synthetic monitoring issue related to clearance.,IN_PROGRESS,LOW
PAI-02430,2026-03-01,SCOPE_OR_POLICY,Synthetic monitoring issue related to scope or policy.,OPEN,LOW
PAI-02432,2024-04-01,PROCUREMENT_OR_CONTRACT,Synthetic monitoring issue related to procurement or contract.,IN_PROGRESS,MEDIUM
PAI-02432,2024-05-01,LEGAL_OR_SOCIAL,Synthetic monitoring issue related to legal or social.,OPEN,HIGH
PAI-02432,2024-05-01,LAND_ACQUISITION,Synthetic monitoring issue related to land acquisition.,OPEN,HIGH
PAI-02432,2024-06-01,FUNDING,Synthetic monitoring issue related to funding.,OPEN,MEDIUM
PAI-02432,2024-06-01,LEGAL_OR_SOCIAL,Synthetic monitoring issue related to legal or social.,IN_PROGRESS,LOW
PAI-02432,2024-08-01,CLEARANCE,Synthetic monitoring issue related to clearance.,IN_PROGRESS,LOW
PAI-02432,2024-08-01,BUDGET_OR_APPROVAL,Synthetic monitoring issue related to budget or approval.,RESOLVED,MEDIUM
PAI-02432,2024-09-01,CLEARANCE,Synthetic monitoring issue related to clearance.,OPEN,MEDIUM
PAI-02432,2024-11-01,SCOPE_OR_POLICY,Synthetic monitoring issue related to scope or policy.,OPEN,LOW
PAI-02432,2025-01-01,CLEARANCE,Synthetic monitoring issue related to clearance.,IN_PROGRESS,MEDIUM
PAI-02432,2025-02-01,CLEARANCE,Synthetic monitoring issue related to clearance.,IN_PROGRESS,HIGH
PAI-02432,2025-03-01,LAND_ACQUISITION,Synthetic monitoring issue related to land acquisition.,IN_PROGRESS,HIGH
PAI-02432,2025-05-01,LEGAL_OR_SOCIAL,Synthetic monitoring issue related to legal or social.,RESOLVED,HIGH
PAI-02432,2025-06-01,LAND_ACQUISITION,Synthetic monitoring issue related to land acquisition.,IN_PROGRESS,LOW
PAI-02432,2025-07-01,PROCUREMENT_OR_CONTRACT,Synthetic monitoring issue related to procurement or contract.,RESOLVED,HIGH
PAI-02432,2025-07-01,SCOPE_OR_POLICY,Synthetic monitoring issue related to scope or policy.,OPEN,LOW
PAI-02432,2025-08-01,CLEARANCE,Synthetic monitoring issue related to clearance.,OPEN,LOW
PAI-02432,2025-09-01,LEGAL_OR_SOCIAL,Synthetic monitoring issue related to legal or social.,OPEN,LOW
PAI-02432,2025-10-01,ENGINEERING_OR_FEASIBILITY,Synthetic monitoring issue related to engineering or feasibility.,OPEN,MEDIUM
PAI-02432,2025-10-01,ENGINEERING_OR_FEASIBILITY,Synthetic monitoring issue related to engineering or feasibility.,OPEN,HIGH
PAI-02432,2025-11-01,LEGAL_OR_SOCIAL,Synthetic monitoring issue related to legal or social.,OPEN,MEDIUM
PAI-02432,2025-11-01,LEGAL_OR_SOCIAL,Synthetic monitoring issue related to legal or social.,OPEN,HIGH
PAI-02432,2026-01-01,FUNDING,Synthetic monitoring issue related to funding.,RESOLVED,MEDIUM
PAI-02432,2026-01-01,PROCUREMENT_OR_CONTRACT,Synthetic monitoring issue related to procurement or contract.,IN_PROGRESS,MEDIUM
PAI-02432,2026-02-01,LEGAL_OR_SOCIAL,Synthetic monitoring issue related to legal or social.,OPEN,LOW
PAI-02433,2024-12-01,BUDGET_OR_APPROVAL,Synthetic monitoring issue related to budget or approval.,RESOLVED,MEDIUM
PAI-02434,2024-06-01,OTHER_OR_UNKNOWN,Synthetic monitoring issue related to other or unknown.,OPEN,LOW
PAI-02434,2024-07-01,PROCUREMENT_OR_CONTRACT,Synthetic monitoring issue related to procurement or contract.,OPEN,MEDIUM
PAI-02434,2024-07-01,OTHER_OR_UNKNOWN,Synthetic monitoring issue related to other or unknown.,RESOLVED,HIGH
PAI-02434,2024-08-01,OTHER_OR_UNKNOWN,Synthetic monitoring issue related to other or unknown.,RESOLVED,MEDIUM
PAI-02434,2024-10-01,LEGAL_OR_SOCIAL,Synthetic monitoring issue related to legal or social.,IN_PROGRESS,LOW
PAI-02434,2024-12-01,PROCUREMENT_OR_CONTRACT,Synthetic monitoring issue related to procurement or contract.,OPEN,LOW
PAI-02434,2025-01-01,OTHER_OR_UNKNOWN,Synthetic monitoring issue related to other or unknown.,OPEN,HIGH
PAI-02434,2025-02-01,SCOPE_OR_POLICY,Synthetic monitoring issue related to scope or policy.,IN_PROGRESS,HIGH
PAI-02434,2025-03-01,LAND_ACQUISITION,Synthetic monitoring issue related to land acquisition.,RESOLVED,LOW
PAI-02434,2025-05-01,LEGAL_OR_SOCIAL,Synthetic monitoring issue related to legal or social.,OPEN,MEDIUM
PAI-02434,2025-05-01,OTHER_OR_UNKNOWN,Synthetic monitoring issue related to other or unknown.,IN_PROGRESS,MEDIUM
PAI-02434,2025-06-01,LAND_ACQUISITION,Synthetic monitoring issue related to land acquisition.,OPEN,HIGH
PAI-02434,2025-06-01,LAND_ACQUISITION,Synthetic monitoring issue related to land acquisition.,OPEN,HIGH
PAI-02434,2025-08-01,LEGAL_OR_SOCIAL,Synthetic monitoring issue related to legal or social.,OPEN,MEDIUM
PAI-02434,2025-08-01,SCOPE_OR_POLICY,Synthetic monitoring issue related to scope or policy.,OPEN,MEDIUM
PAI-02434,2025-08-01,PROCUREMENT_OR_CONTRACT,Synthetic monitoring issue related to procurement or contract.,RESOLVED,HIGH
PAI-02434,2025-09-01,CLEARANCE,Synthetic monitoring issue related to clearance.,RESOLVED,LOW
PAI-02434,2025-09-01,LAND_ACQUISITION,Synthetic monitoring issue related to land acquisition.,IN_PROGRESS,LOW
PAI-02434,2025-10-01,PROCUREMENT_OR_CONTRACT,Synthetic monitoring issue related to procurement or contract.,IN_PROGRESS,LOW
PAI-02434,2025-11-01,LAND_ACQUISITION,Synthetic monitoring issue related to land acquisition.,IN_PROGRESS,MEDIUM
PAI-02434,2025-11-01,BUDGET_OR_APPROVAL,Synthetic monitoring issue related to budget or approval.,OPEN,MEDIUM
PAI-02434,2025-12-01,LAND_ACQUISITION,Synthetic monitoring issue related to land acquisition.,OPEN,LOW
PAI-02434,2026-02-01,LEGAL_OR_SOCIAL,Synthetic monitoring issue related to legal or social.,IN_PROGRESS,HIGH
PAI-02434,2026-03-01,ENGINEERING_OR_FEASIBILITY,Synthetic monitoring issue related to engineering or feasibility.,IN_PROGRESS,HIGH
PAI-02435,2024-12-01,OTHER_OR_UNKNOWN,Synthetic monitoring issue related to other or unknown.,IN_PROGRESS,LOW
PAI-02435,2025-02-01,SCOPE_OR_POLICY,Synthetic monitoring issue related to scope or policy.,RESOLVED,MEDIUM
PAI-02436,2024-09-01,LEGAL_OR_SOCIAL,Synthetic monitoring issue related to legal or social.,OPEN,HIGH
PAI-02436,2024-09-01,PROCUREMENT_OR_CONTRACT,Synthetic monitoring issue related to procurement or contract.,RESOLVED,HIGH
PAI-02436,2024-10-01,ENGINEERING_OR_FEASIBILITY,Synthetic monitoring issue related to engineering or feasibility.,RESOLVED,LOW
PAI-02436,2025-06-01,CLEARANCE,Synthetic monitoring issue related to clearance.,RESOLVED,MEDIUM
PAI-02436,2025-12-01,BUDGET_OR_APPROVAL,Synthetic monitoring issue related to budget or approval.,RESOLVED,HIGH
PAI-02436,2026-03-01,CLEARANCE,Synthetic monitoring issue related to clearance.,IN_PROGRESS,HIGH
PAI-02437,2024-05-01,PROCUREMENT_OR_CONTRACT,Synthetic monitoring issue related to procurement or contract.,IN_PROGRESS,HIGH
PAI-02437,2024-08-01,LEGAL_OR_SOCIAL,Synthetic monitoring issue related to legal or social.,OPEN,HIGH
PAI-02437,2024-11-01,PROCUREMENT_OR_CONTRACT,Synthetic monitoring issue related to procurement or contract.,IN_PROGRESS,MEDIUM
PAI-02437,2024-12-01,PROCUREMENT_OR_CONTRACT,Synthetic monitoring issue related to procurement or contract.,OPEN,LOW
PAI-02437,2025-02-01,LAND_ACQUISITION,Synthetic monitoring issue related to land acquisition.,RESOLVED,LOW
PAI-02437,2025-02-01,LEGAL_OR_SOCIAL,Synthetic monitoring issue related to legal or social.,RESOLVED,LOW
PAI-02437,2025-03-01,PROCUREMENT_OR_CONTRACT,Synthetic monitoring issue related to procurement or contract.,IN_PROGRESS,MEDIUM
PAI-02437,2025-03-01,OTHER_OR_UNKNOWN,Synthetic monitoring issue related to other or unknown.,OPEN,LOW
PAI-02437,2025-04-01,OTHER_OR_UNKNOWN,Synthetic monitoring issue related to other or unknown.,IN_PROGRESS,HIGH
PAI-02437,2025-05-01,CLEARANCE,Synthetic monitoring issue related to clearance.,OPEN,LOW
PAI-02438,2024-04-01,LAND_ACQUISITION,Synthetic monitoring issue related to land acquisition.,OPEN,LOW
PAI-02438,2024-06-01,ENGINEERING_OR_FEASIBILITY,Synthetic monitoring issue related to engineering or feasibility.,OPEN,MEDIUM
PAI-02438,2024-07-01,LEGAL_OR_SOCIAL,Synthetic monitoring issue related to legal or social.,IN_PROGRESS,HIGH
PAI-02438,2024-09-01,PROCUREMENT_OR_CONTRACT,Synthetic monitoring issue related to procurement or contract.,OPEN,HIGH
PAI-02438,2024-10-01,PROCUREMENT_OR_CONTRACT,Synthetic monitoring issue related to procurement or contract.,OPEN,MEDIUM
PAI-02438,2024-12-01,SCOPE_OR_POLICY,Synthetic monitoring issue related to scope or policy.,IN_PROGRESS,MEDIUM
PAI-02438,2024-12-01,BUDGET_OR_APPROVAL,Synthetic monitoring issue related to budget or approval.,OPEN,MEDIUM
PAI-02438,2024-12-01,FUNDING,Synthetic monitoring issue related to funding.,OPEN,MEDIUM
PAI-02438,2024-12-01,BUDGET_OR_APPROVAL,Synthetic monitoring issue related to budget or approval.,IN_PROGRESS,LOW
PAI-02438,2024-12-01,PROCUREMENT_OR_CONTRACT,Synthetic monitoring issue related to procurement or contract.,OPEN,HIGH
PAI-02438,2025-01-01,SCOPE_OR_POLICY,Synthetic monitoring issue related to scope or policy.,IN_PROGRESS,LOW
PAI-02438,2025-03-01,FUNDING,Synthetic monitoring issue related to funding.,IN_PROGRESS,HIGH
PAI-02438,2025-03-01,OTHER_OR_UNKNOWN,Synthetic monitoring issue related to other or unknown.,IN_PROGRESS,LOW
PAI-02438,2025-06-01,PROCUREMENT_OR_CONTRACT,Synthetic monitoring issue related to procurement or contract.,RESOLVED,MEDIUM
PAI-02438,2025-06-01,BUDGET_OR_APPROVAL,Synthetic monitoring issue related to budget or approval.,OPEN,MEDIUM
PAI-02438,2025-08-01,LAND_ACQUISITION,Synthetic monitoring issue related to land acquisition.,OPEN,MEDIUM
PAI-02438,2025-09-01,LEGAL_OR_SOCIAL,Synthetic monitoring issue related to legal or social.,OPEN,MEDIUM
PAI-02438,2025-09-01,LAND_ACQUISITION,Synthetic monitoring issue related to land acquisition.,IN_PROGRESS,LOW
PAI-02438,2025-10-01,ENGINEERING_OR_FEASIBILITY,Synthetic monitoring issue related to engineering or feasibility.,RESOLVED,HIGH
PAI-02438,2025-10-01,LEGAL_OR_SOCIAL,Synthetic monitoring issue related to legal or social.,RESOLVED,MEDIUM
PAI-02438,2025-10-01,LEGAL_OR_SOCIAL,Synthetic monitoring issue related to legal or social.,OPEN,HIGH
PAI-02438,2025-11-01,FUNDING,Synthetic monitoring issue related to funding.,OPEN,HIGH
PAI-02438,2025-12-01,CLEARANCE,Synthetic monitoring issue related to clearance.,RESOLVED,LOW
PAI-02438,2025-12-01,PROCUREMENT_OR_CONTRACT,Synthetic monitoring issue related to procurement or contract.,IN_PROGRESS,HIGH
PAI-02438,2026-01-01,BUDGET_OR_APPROVAL,Synthetic monitoring issue related to budget or approval.,IN_PROGRESS,MEDIUM
PAI-02438,2026-01-01,LAND_ACQUISITION,Synthetic monitoring issue related to land acquisition.,IN_PROGRESS,MEDIUM
PAI-02438,2026-02-01,LAND_ACQUISITION,Synthetic monitoring issue related to land acquisition.,RESOLVED,MEDIUM
PAI-02438,2026-03-01,ENGINEERING_OR_FEASIBILITY,Synthetic monitoring issue related to engineering or feasibility.,OPEN,HIGH
PAI-02439,2024-04-01,LAND_ACQUISITION,Synthetic monitoring issue related to land acquisition.,OPEN,HIGH
PAI-02439,2024-04-01,PROCUREMENT_OR_CONTRACT,Synthetic monitoring issue related to procurement or contract.,OPEN,HIGH
PAI-02439,2024-05-01,SCOPE_OR_POLICY,Synthetic monitoring issue related to scope or policy.,OPEN,MEDIUM
PAI-02439,2024-05-01,FUNDING,Synthetic monitoring issue related to funding.,OPEN,MEDIUM
PAI-02439,2024-07-01,LAND_ACQUISITION,Synthetic monitoring issue related to land acquisition.,RESOLVED,MEDIUM
PAI-02439,2024-07-01,CLEARANCE,Synthetic monitoring issue related to clearance.,IN_PROGRESS,MEDIUM
PAI-02439,2024-08-01,LAND_ACQUISITION,Synthetic monitoring issue related to land acquisition.,OPEN,HIGH
