issue_id,internal_project_id,reporting_date,issue_category,issue_description,issue_status,severity
ISS-00428-21-01,PAI-00428,2025-09-30,CLEARANCE,Synthetic clearance issue requiring monitoring review.,OPEN,HIGH
ISS-00428-22-01,PAI-00428,2025-10-31,LAND_ACQUISITION,Synthetic land acquisition issue requiring monitoring review.,OPEN,LOW
ISS-00428-23-01,PAI-00428,2025-11-30,CLEARANCE,Synthetic clearance issue requiring monitoring review.,RESOLVED,MEDIUM
ISS-00428-23-02,PAI-00428,2025-11-30,FUNDING,Synthetic funding issue requiring monitoring review.,OPEN,MEDIUM
ISS-00429-03-01,PAI-00429,2024-03-31,CLEARANCE,Synthetic clearance issue requiring monitoring review.,OPEN,HIGH
ISS-00429-06-01,PAI-00429,2024-06-30,LEGAL_OR_SOCIAL,Synthetic legal or social issue requiring monitoring review.,RESOLVED,HIGH
ISS-00429-08-01,PAI-00429,2024-08-31,FUNDING,Synthetic funding issue requiring monitoring review.,RESOLVED,HIGH
ISS-00429-14-01,PAI-00429,2025-02-28,LEGAL_OR_SOCIAL,Synthetic legal or social issue requiring monitoring review.,OPEN,LOW
ISS-00430-06-01,PAI-00430,2024-06-30,LAND_ACQUISITION,Synthetic land acquisition issue requiring monitoring review.,IN_PROGRESS,HIGH
ISS-00430-10-01,PAI-00430,2024-10-31,FUNDING,Synthetic funding issue requiring monitoring review.,RESOLVED,LOW
ISS-00430-13-01,PAI-00430,2025-01-31,CLEARANCE,Synthetic clearance issue requiring monitoring review.,OPEN,MEDIUM
ISS-00430-17-01,PAI-00430,2025-05-31,SCOPE_OR_POLICY,Synthetic scope or policy issue requiring monitoring review.,OPEN,MEDIUM
ISS-00430-19-01,PAI-00430,2025-07-31,SCOPE_OR_POLICY,Synthetic scope or policy issue requiring monitoring review.,OPEN,LOW
ISS-00430-23-01,PAI-00430,2025-11-30,FUNDING,Synthetic funding issue requiring monitoring review.,OPEN,MEDIUM
ISS-00431-03-01,PAI-00431,2024-03-31,CLEARANCE,Synthetic clearance issue requiring monitoring review.,OPEN,MEDIUM
ISS-00431-08-01,PAI-00431,2024-08-31,PROCUREMENT_OR_CONTRACT,Synthetic procurement or contract issue requiring monitoring review.,OPEN,HIGH
ISS-00431-09-01,PAI-00431,2024-09-30,SCOPE_OR_POLICY,Synthetic scope or policy issue requiring monitoring review.,RESOLVED,HIGH
ISS-00431-09-02,PAI-00431,2024-09-30,FUNDING,Synthetic funding issue requiring monitoring review.,OPEN,MEDIUM
ISS-00431-10-01,PAI-00431,2024-10-31,FUNDING,Synthetic funding issue requiring monitoring review.,IN_PROGRESS,HIGH
ISS-00431-17-01,PAI-00431,2025-05-31,LEGAL_OR_SOCIAL,Synthetic legal or social issue requiring monitoring review.,RESOLVED,LOW
ISS-00431-20-01,PAI-00431,2025-08-31,PROCUREMENT_OR_CONTRACT,Synthetic procurement or contract issue requiring monitoring review.,IN_PROGRESS,MEDIUM
ISS-00431-21-01,PAI-00431,2025-09-30,PROCUREMENT_OR_CONTRACT,Synthetic procurement or contract issue requiring monitoring review.,RESOLVED,LOW
ISS-00432-05-01,PAI-00432,2024-05-31,SCOPE_OR_POLICY,Synthetic scope or policy issue requiring monitoring review.,OPEN,MEDIUM
ISS-00432-05-02,PAI-00432,2024-05-31,PROCUREMENT_OR_CONTRACT,Synthetic procurement or contract issue requiring monitoring review.,OPEN,HIGH
ISS-00432-08-01,PAI-00432,2024-08-31,ENGINEERING_OR_FEASIBILITY,Synthetic engineering or feasibility issue requiring monitoring review.,RESOLVED,LOW
ISS-00432-08-02,PAI-00432,2024-08-31,FUNDING,Synthetic funding issue requiring monitoring review.,IN_PROGRESS,LOW
ISS-00432-16-01,PAI-00432,2025-04-30,SCOPE_OR_POLICY,Synthetic scope or policy issue requiring monitoring review.,OPEN,HIGH
ISS-00432-16-02,PAI-00432,2025-04-30,ENGINEERING_OR_FEASIBILITY,Synthetic engineering or feasibility issue requiring monitoring review.,RESOLVED,LOW
ISS-00432-17-01,PAI-00432,2025-05-31,SCOPE_OR_POLICY,Synthetic scope or policy issue requiring monitoring review.,OPEN,HIGH
ISS-00432-17-02,PAI-00432,2025-05-31,LAND_ACQUISITION,Synthetic land acquisition issue requiring monitoring review.,OPEN,HIGH
ISS-00432-18-01,PAI-00432,2025-06-30,ENGINEERING_OR_FEASIBILITY,Synthetic engineering or feasibility issue requiring monitoring review.,IN_PROGRESS,HIGH
ISS-00432-18-02,PAI-00432,2025-06-30,SCOPE_OR_POLICY,Synthetic scope or policy issue requiring monitoring review.,IN_PROGRESS,HIGH
ISS-00432-21-01,PAI-00432,2025-09-30,LAND_ACQUISITION,Synthetic land acquisition issue requiring monitoring review.,IN_PROGRESS,HIGH
ISS-00432-21-02,PAI-00432,2025-09-30,PROCUREMENT_OR_CONTRACT,Synthetic procurement or contract issue requiring monitoring review.,RESOLVED,LOW
ISS-00432-22-01,PAI-00432,2025-10-31,FUNDING,Synthetic funding issue requiring monitoring review.,OPEN,HIGH
ISS-00432-23-01,PAI-00432,2025-11-30,PROCUREMENT_OR_CONTRACT,Synthetic procurement or contract issue requiring monitoring review.,OPEN,HIGH
ISS-00433-01-01,PAI-00433,2024-01-31,LAND_ACQUISITION,Synthetic land acquisition issue requiring monitoring review.,OPEN,LOW
ISS-00433-07-01,PAI-00433,2024-07-31,BUDGET_OR_APPROVAL,Synthetic budget or approval issue requiring monitoring review.,RESOLVED,HIGH
ISS-00433-10-01,PAI-00433,2024-10-31,FUNDING,Synthetic funding issue requiring monitoring review.,OPEN,MEDIUM
ISS-00433-12-01,PAI-00433,2024-12-31,PROCUREMENT_OR_CONTRACT,Synthetic procurement or contract issue requiring monitoring review.,IN_PROGRESS,MEDIUM
ISS-00433-14-01,PAI-00433,2025-02-28,LAND_ACQUISITION,Synthetic land acquisition issue requiring monitoring review.,IN_PROGRESS,MEDIUM
ISS-00433-16-01,PAI-00433,2025-04-30,CLEARANCE,Synthetic clearance issue requiring monitoring review.,OPEN,HIGH
ISS-00433-17-01,PAI-00433,2025-05-31,LAND_ACQUISITION,Synthetic land acquisition issue requiring monitoring review.,IN_PROGRESS,MEDIUM
ISS-00433-21-01,PAI-00433,2025-09-30,PROCUREMENT_OR_CONTRACT,Synthetic procurement or contract issue requiring monitoring review.,RESOLVED,LOW
ISS-00433-21-02,PAI-00433,2025-09-30,BUDGET_OR_APPROVAL,Synthetic budget or approval issue requiring monitoring review.,OPEN,HIGH
ISS-00434-05-01,PAI-00434,2024-05-31,PROCUREMENT_OR_CONTRACT,Synthetic procurement or contract issue requiring monitoring review.,OPEN,HIGH
ISS-00434-07-01,PAI-00434,2024-07-31,BUDGET_OR_APPROVAL,Synthetic budget or approval issue requiring monitoring review.,OPEN,MEDIUM
ISS-00434-08-01,PAI-00434,2024-08-31,BUDGET_OR_APPROVAL,Synthetic budget or approval issue requiring monitoring review.,RESOLVED,LOW
ISS-00434-08-02,PAI-00434,2024-08-31,CLEARANCE,Synthetic clearance issue requiring monitoring review.,IN_PROGRESS,MEDIUM
ISS-00434-09-01,PAI-00434,2024-09-30,ENGINEERING_OR_FEASIBILITY,Synthetic engineering or feasibility issue requiring monitoring review.,OPEN,LOW
ISS-00434-10-01,PAI-00434,2024-10-31,SCOPE_OR_POLICY,Synthetic scope or policy issue requiring monitoring review.,OPEN,HIGH
ISS-00434-12-01,PAI-00434,2024-12-31,LAND_ACQUISITION,Synthetic land acquisition issue requiring monitoring review.,RESOLVED,HIGH
ISS-00434-12-02,PAI-00434,2024-12-31,FUNDING,Synthetic funding issue requiring monitoring review.,OPEN,MEDIUM
ISS-00434-14-01,PAI-00434,2025-02-28,LAND_ACQUISITION,Synthetic land acquisition issue requiring monitoring review.,OPEN,MEDIUM
ISS-00434-15-01,PAI-00434,2025-03-31,LAND_ACQUISITION,Synthetic land acquisition issue requiring monitoring review.,IN_PROGRESS,HIGH
ISS-00434-15-02,PAI-00434,2025-03-31,PROCUREMENT_OR_CONTRACT,Synthetic procurement or contract issue requiring monitoring review.,OPEN,HIGH
ISS-00434-16-01,PAI-00434,2025-04-30,PROCUREMENT_OR_CONTRACT,Synthetic procurement or contract issue requiring monitoring review.,IN_PROGRESS,MEDIUM
ISS-00434-17-01,PAI-00434,2025-05-31,FUNDING,Synthetic funding issue requiring monitoring review.,OPEN,MEDIUM
ISS-00434-17-02,PAI-00434,2025-05-31,PROCUREMENT_OR_CONTRACT,Synthetic procurement or contract issue requiring monitoring review.,OPEN,HIGH
ISS-00434-19-01,PAI-00434,2025-07-31,ENGINEERING_OR_FEASIBILITY,Synthetic engineering or feasibility issue requiring monitoring review.,IN_PROGRESS,HIGH
ISS-00434-20-01,PAI-00434,2025-08-31,BUDGET_OR_APPROVAL,Synthetic budget or approval issue requiring monitoring review.,IN_PROGRESS,MEDIUM
ISS-00434-21-01,PAI-00434,2025-09-30,FUNDING,Synthetic funding issue requiring monitoring review.,IN_PROGRESS,MEDIUM
ISS-00434-22-01,PAI-00434,2025-10-31,PROCUREMENT_OR_CONTRACT,Synthetic procurement or contract issue requiring monitoring review.,OPEN,HIGH
ISS-00434-22-02,PAI-00434,2025-10-31,LAND_ACQUISITION,Synthetic land acquisition issue requiring monitoring review.,OPEN,MEDIUM
ISS-00434-22-03,PAI-00434,2025-10-31,CLEARANCE,Synthetic clearance issue requiring monitoring review.,OPEN,MEDIUM
ISS-00434-22-04,PAI-00434,2025-10-31,LAND_ACQUISITION,Synthetic land acquisition issue requiring monitoring review.,RESOLVED,MEDIUM
ISS-00434-23-01,PAI-00434,2025-11-30,SCOPE_OR_POLICY,Synthetic scope or policy issue requiring monitoring review.,IN_PROGRESS,MEDIUM
ISS-00434-24-01,PAI-00434,2025-12-31,ENGINEERING_OR_FEASIBILITY,Synthetic engineering or feasibility issue requiring monitoring review.,RESOLVED,MEDIUM
ISS-00435-01-01,PAI-00435,2024-01-31,FUNDING,Synthetic funding issue requiring monitoring review.,OPEN,HIGH
ISS-00435-01-02,PAI-00435,2024-01-31,LAND_ACQUISITION,Synthetic land acquisition issue requiring monitoring review.,OPEN,MEDIUM
ISS-00435-01-03,PAI-00435,2024-01-31,CLEARANCE,Synthetic clearance issue requiring monitoring review.,IN_PROGRESS,LOW
ISS-00435-01-04,PAI-00435,2024-01-31,LAND_ACQUISITION,Synthetic land acquisition issue requiring monitoring review.,OPEN,MEDIUM
ISS-00435-02-01,PAI-00435,2024-02-29,BUDGET_OR_APPROVAL,Synthetic budget or approval issue requiring monitoring review.,RESOLVED,LOW
ISS-00435-07-01,PAI-00435,2024-07-31,LEGAL_OR_SOCIAL,Synthetic legal or social issue requiring monitoring review.,OPEN,HIGH
ISS-00435-07-02,PAI-00435,2024-07-31,LAND_ACQUISITION,Synthetic land acquisition issue requiring monitoring review.,OPEN,MEDIUM
ISS-00435-13-01,PAI-00435,2025-01-31,LAND_ACQUISITION,Synthetic land acquisition issue requiring monitoring review.,RESOLVED,MEDIUM
ISS-00435-16-01,PAI-00435,2025-04-30,ENGINEERING_OR_FEASIBILITY,Synthetic engineering or feasibility issue requiring monitoring review.,OPEN,MEDIUM
ISS-00435-16-02,PAI-00435,2025-04-30,BUDGET_OR_APPROVAL,Synthetic budget or approval issue requiring monitoring review.,OPEN,LOW
ISS-00435-17-01,PAI-00435,2025-05-31,LEGAL_OR_SOCIAL,Synthetic legal or social issue requiring monitoring review.,IN_PROGRESS,LOW
ISS-00435-19-01,PAI-00435,2025-07-31,CLEARANCE,Synthetic clearance issue requiring monitoring review.,RESOLVED,LOW
ISS-00435-21-01,PAI-00435,2025-09-30,LEGAL_OR_SOCIAL,Synthetic legal or social issue requiring monitoring review.,OPEN,MEDIUM
ISS-00435-22-01,PAI-00435,2025-10-31,BUDGET_OR_APPROVAL,Synthetic budget or approval issue requiring monitoring review.,OPEN,MEDIUM
ISS-00435-23-01,PAI-00435,2025-11-30,PROCUREMENT_OR_CONTRACT,Synthetic procurement or contract issue requiring monitoring review.,OPEN,HIGH
ISS-00436-02-01,PAI-00436,2024-02-29,CLEARANCE,Synthetic clearance issue requiring monitoring review.,RESOLVED,LOW
ISS-00436-05-01,PAI-00436,2024-05-31,SCOPE_OR_POLICY,Synthetic scope or policy issue requiring monitoring review.,OPEN,LOW
ISS-00436-06-01,PAI-00436,2024-06-30,PROCUREMENT_OR_CONTRACT,Synthetic procurement or contract issue requiring monitoring review.,IN_PROGRESS,HIGH
ISS-00436-12-01,PAI-00436,2024-12-31,PROCUREMENT_OR_CONTRACT,Synthetic procurement or contract issue requiring monitoring review.,IN_PROGRESS,HIGH
ISS-00436-12-02,PAI-00436,2024-12-31,CLEARANCE,Synthetic clearance issue requiring monitoring review.,IN_PROGRESS,LOW
ISS-00436-14-01,PAI-00436,2025-02-28,LAND_ACQUISITION,Synthetic land acquisition issue requiring monitoring review.,OPEN,MEDIUM
ISS-00436-18-01,PAI-00436,2025-06-30,SCOPE_OR_POLICY,Synthetic scope or policy issue requiring monitoring review.,OPEN,LOW
ISS-00436-18-02,PAI-00436,2025-06-30,ENGINEERING_OR_FEASIBILITY,Synthetic engineering or feasibility issue requiring monitoring review.,IN_PROGRESS,HIGH
ISS-00436-21-01,PAI-00436,2025-09-30,LAND_ACQUISITION,Synthetic land acquisition issue requiring monitoring review.,RESOLVED,MEDIUM
ISS-00436-23-01,PAI-00436,2025-11-30,SCOPE_OR_POLICY,Synthetic scope or policy issue requiring monitoring review.,OPEN,HIGH
ISS-00436-23-02,PAI-00436,2025-11-30,SCOPE_OR_POLICY,Synthetic scope or policy issue requiring monitoring review.,OPEN,HIGH
ISS-00436-24-01,PAI-00436,2025-12-31,LEGAL_OR_SOCIAL,Synthetic legal or social issue requiring monitoring review.,OPEN,HIGH
ISS-00437-01-01,PAI-00437,2024-01-31,CLEARANCE,Synthetic clearance issue requiring monitoring review.,OPEN,LOW
ISS-00437-08-01,PAI-00437,2024-08-31,LEGAL_OR_SOCIAL,Synthetic legal or social issue requiring monitoring review.,RESOLVED,MEDIUM
ISS-00437-11-01,PAI-00437,2024-11-30,LAND_ACQUISITION,Synthetic land acquisition issue requiring monitoring review.,OPEN,LOW
ISS-00437-18-01,PAI-00437,2025-06-30,SCOPE_OR_POLICY,Synthetic scope or policy issue requiring monitoring review.,OPEN,HIGH
ISS-00437-23-01,PAI-00437,2025-11-30,BUDGET_OR_APPROVAL,Synthetic budget or approval issue requiring monitoring review.,OPEN,HIGH
ISS-00438-08-01,PAI-00438,2024-08-31,FUNDING,Synthetic funding issue requiring monitoring review.,IN_PROGRESS,MEDIUM
ISS-00438-09-01,PAI-00438,2024-09-30,CLEARANCE,Synthetic clearance issue requiring monitoring review.,OPEN,MEDIUM
ISS-00438-10-01,PAI-00438,2024-10-31,CLEARANCE,Synthetic clearance issue requiring monitoring review.,RESOLVED,HIGH
ISS-00438-17-01,PAI-00438,2025-05-31,SCOPE_OR_POLICY,Synthetic scope or policy issue requiring monitoring review.,RESOLVED,HIGH
ISS-00438-17-02,PAI-00438,2025-05-31,PROCUREMENT_OR_CONTRACT,Synthetic procurement or contract issue requiring monitoring review.,RESOLVED,LOW
ISS-00438-18-01,PAI-00438,2025-06-30,LAND_ACQUISITION,Synthetic land acquisition issue requiring monitoring review.,OPEN,MEDIUM
ISS-00438-19-01,PAI-00438,2025-07-31,LAND_ACQUISITION,Synthetic land acquisition issue requiring monitoring review.,RESOLVED,LOW
ISS-00438-19-02,PAI-00438,2025-07-31,ENGINEERING_OR_FEASIBILITY,Synthetic engineering or feasibility issue requiring monitoring review.,OPEN,MEDIUM
ISS-00438-19-03,PAI-00438,2025-07-31,PROCUREMENT_OR_CONTRACT,Synthetic procurement or contract issue requiring monitoring review.,RESOLVED,MEDIUM
ISS-00438-22-01,PAI-00438,2025-10-31,FUNDING,Synthetic funding issue requiring monitoring review.,OPEN,HIGH
ISS-00438-23-01,PAI-00438,2025-11-30,SCOPE_OR_POLICY,Synthetic scope or policy issue requiring monitoring review.,RESOLVED,LOW
ISS-00438-24-01,PAI-00438,2025-12-31,ENGINEERING_OR_FEASIBILITY,Synthetic engineering or feasibility issue requiring monitoring review.,IN_PROGRESS,HIGH
ISS-00439-01-01,PAI-00439,2024-01-31,PROCUREMENT_OR_CONTRACT,Synthetic procurement or contract issue requiring monitoring review.,RESOLVED,LOW
ISS-00439-03-01,PAI-00439,2024-03-31,LAND_ACQUISITION,Synthetic land acquisition issue requiring monitoring review.,OPEN,HIGH
ISS-00439-07-01,PAI-00439,2024-07-31,ENGINEERING_OR_FEASIBILITY,Synthetic engineering or feasibility issue requiring monitoring review.,OPEN,HIGH
ISS-00439-09-01,PAI-00439,2024-09-30,LEGAL_OR_SOCIAL,Synthetic legal or social issue requiring monitoring review.,OPEN,MEDIUM
ISS-00439-09-02,PAI-00439,2024-09-30,BUDGET_OR_APPROVAL,Synthetic budget or approval issue requiring monitoring review.,RESOLVED,HIGH
ISS-00439-11-01,PAI-00439,2024-11-30,LEGAL_OR_SOCIAL,Synthetic legal or social issue requiring monitoring review.,OPEN,HIGH
ISS-00439-14-01,PAI-00439,2025-02-28,LEGAL_OR_SOCIAL,Synthetic legal or social issue requiring monitoring review.,OPEN,LOW
ISS-00439-18-01,PAI-00439,2025-06-30,SCOPE_OR_POLICY,Synthetic scope or policy issue requiring monitoring review.,RESOLVED,MEDIUM
ISS-00439-19-01,PAI-00439,2025-07-31,BUDGET_OR_APPROVAL,Synthetic budget or approval issue requiring monitoring review.,OPEN,HIGH
ISS-00439-19-02,PAI-00439,2025-07-31,SCOPE_OR_POLICY,Synthetic scope or policy issue requiring monitoring review.,OPEN,LOW
ISS-00439-20-01,PAI-00439,2025-08-31,SCOPE_OR_POLICY,Synthetic scope or policy issue requiring monitoring review.,OPEN,MEDIUM
ISS-00439-20-02,PAI-00439,2025-08-31,ENGINEERING_OR_FEASIBILITY,Synthetic engineering or feasibility issue requiring monitoring review.,OPEN,LOW
ISS-00439-20-03,PAI-00439,2025-08-31,CLEARANCE,Synthetic clearance issue requiring monitoring review.,OPEN,LOW
ISS-00439-21-01,PAI-00439,2025-09-30,BUDGET_OR_APPROVAL,Synthetic budget or approval issue requiring monitoring review.,IN_PROGRESS,HIGH
ISS-00439-22-01,PAI-00439,2025-10-31,ENGINEERING_OR_FEASIBILITY,Synthetic engineering or feasibility issue requiring monitoring review.,OPEN,MEDIUM
ISS-00439-22-02,PAI-00439,2025-10-31,SCOPE_OR_POLICY,Synthetic scope or policy issue requiring monitoring review.,OPEN,HIGH
ISS-00439-23-01,PAI-00439,2025-11-30,ENGINEERING_OR_FEASIBILITY,Synthetic engineering or feasibility issue requiring monitoring review.,OPEN,MEDIUM
ISS-00439-23-02,PAI-00439,2025-11-30,LEGAL_OR_SOCIAL,Synthetic legal or social issue requiring monitoring review.,IN_PROGRESS,MEDIUM
ISS-00439-23-03,PAI-00439,2025-11-30,SCOPE_OR_POLICY,Synthetic scope or policy issue requiring monitoring review.,IN_PROGRESS,LOW
ISS-00439-23-04,PAI-00439,2025-11-30,SCOPE_OR_POLICY,Synthetic scope or policy issue requiring monitoring review.,RESOLVED,LOW
ISS-00439-23-05,PAI-00439,2025-11-30,CLEARANCE,Synthetic clearance issue requiring monitoring review.,OPEN,LOW
ISS-00439-23-06,PAI-00439,2025-11-30,BUDGET_OR_APPROVAL,Synthetic budget or approval issue requiring monitoring review.,RESOLVED,HIGH
ISS-00439-24-01,PAI-00439,2025-12-31,BUDGET_OR_APPROVAL,Synthetic budget or approval issue requiring monitoring review.,RESOLVED,MEDIUM
ISS-00440-02-01,PAI-00440,2024-02-29,CLEARANCE,Synthetic clearance issue requiring monitoring review.,IN_PROGRESS,MEDIUM
ISS-00440-03-01,PAI-00440,2024-03-31,SCOPE_OR_POLICY,Synthetic scope or policy issue requiring monitoring review.,OPEN,MEDIUM
ISS-00440-04-01,PAI-00440,2024-04-30,FUNDING,Synthetic funding issue requiring monitoring review.,OPEN,LOW
ISS-00440-10-01,PAI-00440,2024-10-31,SCOPE_OR_POLICY,Synthetic scope or policy issue requiring monitoring review.,IN_PROGRESS,LOW
ISS-00440-11-01,PAI-00440,2024-11-30,SCOPE_OR_POLICY,Synthetic scope or policy issue requiring monitoring review.,OPEN,LOW
ISS-00440-12-01,PAI-00440,2024-12-31,FUNDING,Synthetic funding issue requiring monitoring review.,IN_PROGRESS,LOW
ISS-00440-12-02,PAI-00440,2024-12-31,BUDGET_OR_APPROVAL,Synthetic budget or approval issue requiring monitoring review.,RESOLVED,HIGH
ISS-00440-14-01,PAI-00440,2025-02-28,FUNDING,Synthetic funding issue requiring monitoring review.,OPEN,HIGH
ISS-00440-18-01,PAI-00440,2025-06-30,PROCUREMENT_OR_CONTRACT,Synthetic procurement or contract issue requiring monitoring review.,IN_PROGRESS,MEDIUM
ISS-00440-19-01,PAI-00440,2025-07-31,LAND_ACQUISITION,Synthetic land acquisition issue requiring monitoring review.,IN_PROGRESS,LOW
ISS-00440-19-02,PAI-00440,2025-07-31,BUDGET_OR_APPROVAL,Synthetic budget or approval issue requiring monitoring review.,IN_PROGRESS,MEDIUM
ISS-00440-21-01,PAI-00440,2025-09-30,BUDGET_OR_APPROVAL,Synthetic budget or approval issue requiring monitoring review.,RESOLVED,MEDIUM
ISS-00440-22-01,PAI-00440,2025-10-31,BUDGET_OR_APPROVAL,Synthetic budget or approval issue requiring monitoring review.,IN_PROGRESS,HIGH
ISS-00440-24-01,PAI-00440,2025-12-31,LAND_ACQUISITION,Synthetic land acquisition issue requiring monitoring review.,RESOLVED,MEDIUM
ISS-00441-07-01,PAI-00441,2024-07-31,PROCUREMENT_OR_CONTRACT,Synthetic procurement or contract issue requiring monitoring review.,IN_PROGRESS,LOW
ISS-00441-11-01,PAI-00441,2024-11-30,LAND_ACQUISITION,Synthetic land acquisition issue requiring monitoring review.,OPEN,MEDIUM
ISS-00441-12-01,PAI-00441,2024-12-31,ENGINEERING_OR_FEASIBILITY,Synthetic engineering or feasibility issue requiring monitoring review.,IN_PROGRESS,MEDIUM
ISS-00441-13-01,PAI-00441,2025-01-31,SCOPE_OR_POLICY,Synthetic scope or policy issue requiring monitoring review.,IN_PROGRESS,LOW
ISS-00441-18-01,PAI-00441,2025-06-30,PROCUREMENT_OR_CONTRACT,Synthetic procurement or contract issue requiring monitoring review.,IN_PROGRESS,LOW
ISS-00441-18-02,PAI-00441,2025-06-30,FUNDING,Synthetic funding issue requiring monitoring review.,OPEN,LOW
ISS-00441-21-01,PAI-00441,2025-09-30,BUDGET_OR_APPROVAL,Synthetic budget or approval issue requiring monitoring review.,RESOLVED,MEDIUM
ISS-00441-23-01,PAI-00441,2025-11-30,CLEARANCE,Synthetic clearance issue requiring monitoring review.,OPEN,MEDIUM
