snapshot_id,internal_project_id,reporting_date,planned_progress_pct,physical_progress_pct,planned_expenditure_cr,period_expenditure_cr,cumulative_expenditure_cr,milestones_planned,milestones_completed,delay_days
SNP-00327-07,PAI-00327,2024-07-31,27.21,31.9,40.82,13.55,47.96,2,2,0
SNP-00327-08,PAI-00327,2024-08-31,31.92,31.9,47.88,0.0,47.96,2,2,1
SNP-00327-09,PAI-00327,2024-09-30,34.83,36.23,52.25,11.07,59.03,3,3,1
SNP-00327-10,PAI-00327,2024-10-31,41.42,36.23,62.12,0.0,59.03,2,2,4
SNP-00327-11,PAI-00327,2024-11-30,45.44,42.33,68.16,0.0,59.03,2,2,2
SNP-00327-12,PAI-00327,2024-12-31,49.38,48.07,74.07,18.54,77.57,3,2,1
SNP-00327-13,PAI-00327,2025-01-31,52.82,53.3,79.23,4.25,81.82,2,2,0
SNP-00327-14,PAI-00327,2025-02-28,58.67,57.01,88.0,7.63,89.44,2,2,1
SNP-00327-15,PAI-00327,2025-03-31,60.51,58.03,90.76,0.0,89.44,2,2,3
SNP-00327-16,PAI-00327,2025-04-30,66.58,64.71,99.87,7.39,96.83,3,3,1
SNP-00327-17,PAI-00327,2025-05-31,71.86,64.71,107.8,0.0,96.83,1,1,4
SNP-00327-18,PAI-00327,2025-06-30,76.49,72.35,114.74,9.22,106.05,3,2,2
SNP-00327-19,PAI-00327,2025-07-31,81.56,74.26,122.34,10.54,116.59,2,2,3
SNP-00327-20,PAI-00327,2025-08-31,85.76,79.02,128.64,0.0,116.59,2,2,3
SNP-00327-21,PAI-00327,2025-09-30,92.3,86.16,138.45,20.71,137.3,2,2,1
SNP-00327-22,PAI-00327,2025-10-31,93.33,87.63,139.99,0.0,137.3,2,2,3
SNP-00327-23,PAI-00327,2025-11-30,99.7,89.78,149.55,6.32,143.62,2,1,4
SNP-00327-24,PAI-00327,2025-12-31,100.0,95.16,150.0,0.0,143.62,2,2,3
SNP-00328-01,PAI-00328,2024-01-31,0.61,1.4,5.05,7.21,7.21,2,2,2
SNP-00328-02,PAI-00328,2024-02-29,4.97,9.25,41.08,45.56,52.77,2,2,0
SNP-00328-03,PAI-00328,2024-03-31,7.43,16.66,61.44,52.63,105.4,3,3,0
SNP-00328-04,PAI-00328,2024-04-30,14.44,19.28,119.36,69.54,174.94,2,2,0
SNP-00328-05,PAI-00328,2024-05-31,16.86,24.91,139.39,53.93,228.86,3,3,0
SNP-00328-06,PAI-00328,2024-06-30,21.55,27.65,178.08,0.0,228.86,1,1,0
SNP-00328-07,PAI-00328,2024-07-31,29.99,35.05,247.89,45.85,274.72,2,2,0
SNP-00328-08,PAI-00328,2024-08-31,31.81,38.52,262.91,60.27,334.98,2,2,0
SNP-00328-09,PAI-00328,2024-09-30,36.32,38.52,300.21,0.0,334.98,3,3,0
SNP-00328-10,PAI-00328,2024-10-31,40.37,48.41,333.65,0.0,334.98,2,2,0
SNP-00328-11,PAI-00328,2024-11-30,44.08,51.75,364.38,48.74,383.72,2,2,0
SNP-00328-12,PAI-00328,2024-12-31,50.69,54.31,418.96,12.8,396.53,3,3,0
SNP-00328-13,PAI-00328,2025-01-31,55.2,56.88,456.29,53.33,449.86,1,1,0
SNP-00328-14,PAI-00328,2025-02-28,59.67,68.75,493.2,116.02,565.87,2,2,0
SNP-00328-15,PAI-00328,2025-03-31,62.77,70.63,518.83,0.0,565.87,2,2,0
SNP-00328-16,PAI-00328,2025-04-30,68.17,75.61,563.43,73.5,639.37,1,1,0
SNP-00328-17,PAI-00328,2025-05-31,75.72,80.22,625.84,0.0,639.37,2,2,0
SNP-00328-18,PAI-00328,2025-06-30,76.46,84.55,631.95,0.0,639.37,2,2,0
SNP-00328-19,PAI-00328,2025-07-31,82.36,92.12,680.72,84.38,723.75,2,2,0
SNP-00328-20,PAI-00328,2025-08-31,85.83,96.69,709.39,67.0,790.75,2,2,0
SNP-00328-21,PAI-00328,2025-09-30,89.49,100.0,739.7,0.0,790.75,2,2,0
SNP-00328-22,PAI-00328,2025-10-31,94.77,100.0,783.34,14.57,805.33,3,3,0
SNP-00328-23,PAI-00328,2025-11-30,98.16,100.0,811.32,0.0,805.33,2,2,0
SNP-00328-24,PAI-00328,2025-12-31,100.0,100.0,826.55,0.0,805.33,3,3,0
SNP-00329-01,PAI-00329,2024-01-31,0.0,7.51,0.0,30.11,30.11,2,2,0
SNP-00329-02,PAI-00329,2024-02-29,4.37,10.3,21.17,18.61,48.72,3,3,0
SNP-00329-03,PAI-00329,2024-03-31,9.38,18.47,45.45,25.98,74.69,3,3,0
SNP-00329-04,PAI-00329,2024-04-30,12.33,18.47,59.74,9.14,83.83,2,2,0
SNP-00329-05,PAI-00329,2024-05-31,20.35,18.47,98.6,13.76,97.59,3,3,1
SNP-00329-06,PAI-00329,2024-06-30,25.82,25.83,125.06,15.03,112.61,2,2,0
SNP-00329-07,PAI-00329,2024-07-31,28.07,33.42,135.97,32.47,145.08,2,2,0
SNP-00329-08,PAI-00329,2024-08-31,32.12,33.42,155.58,0.0,145.08,1,1,0
SNP-00329-09,PAI-00329,2024-09-30,34.57,40.85,167.44,38.04,183.13,2,2,0
SNP-00329-10,PAI-00329,2024-10-31,41.33,46.4,200.18,0.0,183.13,2,2,0
SNP-00329-11,PAI-00329,2024-11-30,45.85,51.49,222.07,31.01,214.14,2,2,0
SNP-00329-12,PAI-00329,2024-12-31,50.89,53.91,246.53,21.89,236.03,2,2,0
SNP-00329-13,PAI-00329,2025-01-31,53.18,58.17,257.61,0.0,236.03,2,2,0
SNP-00329-14,PAI-00329,2025-02-28,58.64,62.7,284.07,59.1,295.13,2,2,0
SNP-00329-15,PAI-00329,2025-03-31,63.53,67.81,307.72,8.76,303.89,2,2,0
SNP-00329-16,PAI-00329,2025-04-30,68.55,69.73,332.06,15.02,318.91,1,1,0
SNP-00329-17,PAI-00329,2025-05-31,71.48,74.31,346.23,0.0,318.91,2,2,0
SNP-00329-18,PAI-00329,2025-06-30,78.48,78.93,380.14,39.61,358.52,3,3,0
SNP-00329-19,PAI-00329,2025-07-31,82.43,88.4,399.28,0.0,358.52,2,2,0
SNP-00329-20,PAI-00329,2025-08-31,87.57,88.7,424.2,33.67,392.19,2,2,0
SNP-00329-21,PAI-00329,2025-09-30,91.56,91.77,443.51,24.6,416.79,2,2,0
SNP-00329-22,PAI-00329,2025-10-31,91.73,96.45,444.32,0.0,416.79,2,2,0
SNP-00329-23,PAI-00329,2025-11-30,100.0,100.0,484.4,0.0,416.79,2,2,0
SNP-00329-24,PAI-00329,2025-12-31,100.0,100.0,484.4,0.0,416.79,2,2,0
SNP-00330-01,PAI-00330,2024-01-31,0.75,4.04,1.79,7.16,7.16,2,2,0
SNP-00330-02,PAI-00330,2024-02-29,5.58,4.84,13.32,4.82,11.99,1,1,2
SNP-00330-03,PAI-00330,2024-03-31,10.8,7.34,25.78,0.89,12.87,3,2,4
SNP-00330-04,PAI-00330,2024-04-30,15.06,9.78,35.97,8.57,21.44,3,2,5
SNP-00330-05,PAI-00330,2024-05-31,14.88,15.74,35.53,3.05,24.48,1,1,4
SNP-00330-06,PAI-00330,2024-06-30,20.91,21.82,49.92,21.0,45.48,2,2,2
SNP-00330-07,PAI-00330,2024-07-31,27.47,23.99,65.58,10.19,55.67,2,2,4
SNP-00330-08,PAI-00330,2024-08-31,30.88,25.32,73.72,0.0,55.67,2,2,6
SNP-00330-09,PAI-00330,2024-09-30,36.53,29.18,87.21,9.05,64.71,3,3,6
SNP-00330-10,PAI-00330,2024-10-31,40.12,29.18,95.77,0.0,64.71,2,1,9
SNP-00330-11,PAI-00330,2024-11-30,45.21,35.09,107.95,7.81,72.52,2,2,8
SNP-00330-12,PAI-00330,2024-12-31,48.71,40.14,116.29,0.0,72.52,1,1,7
SNP-00330-13,PAI-00330,2025-01-31,52.05,43.75,124.26,18.76,91.28,3,3,8
SNP-00330-14,PAI-00330,2025-02-28,58.16,47.82,138.85,20.24,111.52,2,1,8
SNP-00330-15,PAI-00330,2025-03-31,62.6,53.06,149.45,0.0,111.52,3,2,7
SNP-00330-16,PAI-00330,2025-04-30,68.08,53.06,162.53,0.0,111.52,1,1,10
SNP-00330-17,PAI-00330,2025-05-31,71.48,54.85,170.66,12.62,124.14,2,1,12
SNP-00330-18,PAI-00330,2025-06-30,77.79,60.12,185.71,12.89,137.03,2,1,11
SNP-00330-19,PAI-00330,2025-07-31,81.88,60.84,195.48,0.0,137.03,3,2,14
SNP-00330-20,PAI-00330,2025-08-31,85.52,65.98,204.16,3.39,140.42,2,2,13
SNP-00330-21,PAI-00330,2025-09-30,89.35,69.16,213.32,0.0,140.42,2,2,14
SNP-00330-22,PAI-00330,2025-10-31,91.73,74.53,218.99,27.38,167.8,2,1,13
SNP-00330-23,PAI-00330,2025-11-30,98.45,75.37,235.04,0.0,167.8,3,2,16
SNP-00330-24,PAI-00330,2025-12-31,100.0,84.23,238.74,1.18,168.98,2,1,12
SNP-00331-01,PAI-00331,2024-01-31,0.0,1.56,0.0,1.68,1.68,2,2,2
SNP-00331-02,PAI-00331,2024-02-29,4.16,8.41,6.37,10.69,12.37,2,2,0
SNP-00331-03,PAI-00331,2024-03-31,9.23,8.52,14.14,0.79,13.17,1,1,3
SNP-00331-04,PAI-00331,2024-04-30,13.81,14.63,21.15,10.17,23.34,2,2,1
SNP-00331-05,PAI-00331,2024-05-31,19.32,16.55,29.57,2.0,25.34,2,2,3
SNP-00331-06,PAI-00331,2024-06-30,23.21,23.92,35.53,0.94,26.28,2,2,0
SNP-00331-07,PAI-00331,2024-07-31,26.86,25.74,41.12,8.45,34.74,2,2,2
SNP-00331-08,PAI-00331,2024-08-31,30.75,28.42,47.07,8.44,43.18,2,2,3
SNP-00331-09,PAI-00331,2024-09-30,36.57,31.51,55.99,0.0,43.18,3,2,4
SNP-00331-10,PAI-00331,2024-10-31,41.62,36.32,63.7,9.06,52.24,3,2,4
SNP-00331-11,PAI-00331,2024-11-30,43.52,38.25,66.62,10.74,62.98,2,2,6
SNP-00331-12,PAI-00331,2024-12-31,49.86,41.42,76.33,0.0,62.98,2,1,6
SNP-00331-13,PAI-00331,2025-01-31,53.45,44.13,81.82,6.71,69.69,2,2,8
SNP-00331-14,PAI-00331,2025-02-28,57.77,47.62,88.44,0.0,69.69,1,1,8
SNP-00331-15,PAI-00331,2025-03-31,61.98,54.81,94.88,15.89,85.58,1,1,6
SNP-00331-16,PAI-00331,2025-04-30,68.22,56.96,104.42,0.0,85.58,2,1,7
SNP-00331-17,PAI-00331,2025-05-31,73.41,58.2,112.38,0.0,85.58,3,2,10
SNP-00331-18,PAI-00331,2025-06-30,77.08,61.98,117.99,0.0,85.58,1,1,10
SNP-00331-19,PAI-00331,2025-07-31,80.15,63.68,122.7,0.0,85.58,2,1,12
SNP-00331-20,PAI-00331,2025-08-31,87.59,68.79,134.08,16.52,102.09,1,1,11
SNP-00331-21,PAI-00331,2025-09-30,87.53,71.06,133.99,3.41,105.51,3,2,13
SNP-00331-22,PAI-00331,2025-10-31,94.97,79.22,145.38,4.8,110.3,1,1,9
SNP-00331-23,PAI-00331,2025-11-30,99.05,80.52,151.63,18.95,129.25,1,1,12
SNP-00331-24,PAI-00331,2025-12-31,100.0,81.7,153.08,0.0,129.25,3,3,14
SNP-00332-01,PAI-00332,2024-01-31,0.0,1.42,0.0,3.29,3.29,3,3,2
SNP-00332-02,PAI-00332,2024-02-29,3.22,7.2,7.15,10.67,13.97,2,2,0
SNP-00332-03,PAI-00332,2024-03-31,8.93,9.9,19.86,9.06,23.03,3,3,2
SNP-00332-04,PAI-00332,2024-04-30,14.14,16.94,31.45,9.87,32.89,3,3,0
SNP-00332-05,PAI-00332,2024-05-31,17.01,17.05,37.84,0.0,32.89,2,2,3
SNP-00332-06,PAI-00332,2024-06-30,23.34,20.81,51.91,3.92,36.82,3,2,3
SNP-00332-07,PAI-00332,2024-07-31,27.34,22.15,60.81,2.25,39.07,1,1,5
SNP-00332-08,PAI-00332,2024-08-31,34.45,25.08,76.62,7.41,46.47,2,1,6
SNP-00332-09,PAI-00332,2024-09-30,35.37,31.11,78.68,6.12,52.6,2,1,5
SNP-00332-10,PAI-00332,2024-10-31,40.06,31.11,89.1,14.44,67.04,2,2,8
SNP-00332-11,PAI-00332,2024-11-30,43.75,32.72,97.3,0.0,67.04,2,2,10
SNP-00332-12,PAI-00332,2024-12-31,49.75,37.51,110.65,11.43,78.47,2,1,9
SNP-00332-13,PAI-00332,2025-01-31,54.72,43.25,121.7,0.0,78.47,2,1,8
SNP-00332-14,PAI-00332,2025-02-28,59.21,46.36,131.7,0.93,79.4,3,2,9
SNP-00332-15,PAI-00332,2025-03-31,59.99,49.92,133.43,26.12,105.53,2,1,10
SNP-00332-16,PAI-00332,2025-04-30,70.88,56.85,157.65,0.0,105.53,3,2,7
SNP-00332-17,PAI-00332,2025-05-31,71.21,56.85,158.4,15.25,120.77,1,1,11
SNP-00332-18,PAI-00332,2025-06-30,77.22,56.85,171.74,0.0,120.77,2,2,14
SNP-00332-19,PAI-00332,2025-07-31,79.6,58.77,177.05,0.0,120.77,1,1,16
SNP-00332-20,PAI-00332,2025-08-31,84.29,64.39,187.48,4.74,125.51,3,2,15
SNP-00332-21,PAI-00332,2025-09-30,89.57,64.39,199.22,0.0,125.51,3,2,18
SNP-00332-22,PAI-00332,2025-10-31,94.81,67.6,210.88,9.5,135.01,2,1,19
SNP-00332-23,PAI-00332,2025-11-30,99.37,71.86,221.03,18.12,153.12,1,1,19
SNP-00332-24,PAI-00332,2025-12-31,100.0,76.05,222.42,13.24,166.36,2,2,19
SNP-00333-01,PAI-00333,2024-01-31,1.56,6.1,9.19,20.46,20.46,3,3,0
SNP-00333-02,PAI-00333,2024-02-29,3.53,6.1,20.79,5.28,25.74,2,2,3
SNP-00333-03,PAI-00333,2024-03-31,10.43,6.1,61.46,0.37,26.11,1,1,9
SNP-00333-04,PAI-00333,2024-04-30,13.22,11.82,77.89,16.97,43.08,2,2,7
SNP-00333-05,PAI-00333,2024-05-31,16.17,11.82,95.27,5.09,48.17,2,1,13
SNP-00333-06,PAI-00333,2024-06-30,21.03,11.82,123.84,17.14,65.31,2,1,19
SNP-00333-07,PAI-00333,2024-07-31,26.86,11.82,158.22,0.0,65.31,3,1,26
SNP-00333-08,PAI-00333,2024-08-31,31.13,11.82,183.34,0.0,65.31,2,1,32
SNP-00333-09,PAI-00333,2024-09-30,37.37,11.82,220.09,0.0,65.31,2,1,38
SNP-00333-10,PAI-00333,2024-10-31,41.77,11.82,246.05,0.0,65.31,2,0,44
SNP-00333-11,PAI-00333,2024-11-30,45.25,11.82,266.54,0.0,65.31,2,0,51
SNP-00333-12,PAI-00333,2024-12-31,50.39,11.82,296.81,0.0,65.31,2,0,57
SNP-00333-13,PAI-00333,2025-01-31,52.95,13.25,311.89,0.01,65.32,2,0,61
SNP-00333-14,PAI-00333,2025-02-28,57.68,13.25,339.72,0.0,65.32,2,0,67
SNP-00333-15,PAI-00333,2025-03-31,63.37,13.25,373.28,0.0,65.32,2,0,73
SNP-00333-16,PAI-00333,2025-04-30,67.8,15.97,399.35,9.66,74.98,2,0,76
SNP-00333-17,PAI-00333,2025-05-31,70.1,15.97,412.88,0.28,75.26,1,0,82
SNP-00333-18,PAI-00333,2025-06-30,76.65,15.97,451.44,0.0,75.26,2,0,88
SNP-00333-19,PAI-00333,2025-07-31,79.46,16.34,468.0,0.0,75.26,3,1,94
SNP-00333-20,PAI-00333,2025-08-31,86.06,16.34,506.88,2.08,77.34,3,1,100
SNP-00333-21,PAI-00333,2025-09-30,89.12,16.34,524.89,8.04,85.39,3,0,106
SNP-00333-22,PAI-00333,2025-10-31,94.11,16.4,554.28,0.0,85.39,3,0,112
SNP-00333-23,PAI-00333,2025-11-30,99.56,17.05,586.39,1.2,86.58,2,0,118
SNP-00333-24,PAI-00333,2025-12-31,100.0,19.89,589.0,16.48,103.06,2,0,120
SNP-00334-01,PAI-00334,2024-01-31,0.0,0.0,0.0,0.84,0.84,3,0,3
SNP-00334-02,PAI-00334,2024-02-29,2.82,4.59,4.89,7.19,8.03,2,2,2
SNP-00334-03,PAI-00334,2024-03-31,9.65,8.84,16.74,6.16,14.19,1,1,2
SNP-00334-04,PAI-00334,2024-04-30,13.08,14.03,22.69,3.85,18.04,2,2,2
SNP-00334-05,PAI-00334,2024-05-31,18.35,19.67,31.83,6.77,24.81,2,2,0
SNP-00334-06,PAI-00334,2024-06-30,20.98,19.67,36.39,1.34,26.16,2,1,4
SNP-00334-07,PAI-00334,2024-07-31,26.63,20.53,46.2,4.73,30.89,2,1,6
SNP-00334-08,PAI-00334,2024-08-31,32.45,23.88,56.3,2.29,33.18,3,2,7
SNP-00334-09,PAI-00334,2024-09-30,35.59,23.88,61.74,0.0,33.18,3,2,10
SNP-00334-10,PAI-00334,2024-10-31,39.18,26.06,67.97,4.33,37.51,1,1,12
SNP-00334-11,PAI-00334,2024-11-30,43.21,31.97,74.96,11.71,49.22,1,1,11
SNP-00334-12,PAI-00334,2024-12-31,50.48,37.1,87.58,0.0,49.22,2,2,10
SNP-00334-13,PAI-00334,2025-01-31,52.71,37.1,91.44,4.81,54.03,2,1,13
SNP-00334-14,PAI-00334,2025-02-28,56.48,38.15,97.99,0.0,54.03,2,1,16
SNP-00334-15,PAI-00334,2025-03-31,62.47,45.06,108.37,8.12,62.15,1,1,13
SNP-00334-16,PAI-00334,2025-04-30,66.9,47.28,116.06,13.49,75.64,2,1,15
SNP-00334-17,PAI-00334,2025-05-31,73.2,48.07,127.0,2.33,77.98,2,1,18
SNP-00334-18,PAI-00334,2025-06-30,76.25,51.16,132.29,0.0,77.98,2,1,19
SNP-00334-19,PAI-00334,2025-07-31,81.8,53.38,141.92,0.0,77.98,1,1,20
SNP-00334-20,PAI-00334,2025-08-31,83.92,55.93,145.6,6.1,84.07,2,1,21
SNP-00334-21,PAI-00334,2025-09-30,91.17,60.18,158.18,13.07,97.15,2,1,21
SNP-00334-22,PAI-00334,2025-10-31,95.06,60.49,164.92,0.0,97.15,1,1,24
SNP-00334-23,PAI-00334,2025-11-30,99.45,66.25,172.54,0.0,97.15,1,1,23
SNP-00334-24,PAI-00334,2025-12-31,100.0,66.25,173.49,10.69,107.84,2,1,26
SNP-00335-01,PAI-00335,2024-01-31,0.36,6.18,1.19,19.83,19.83,2,2,0
SNP-00335-02,PAI-00335,2024-02-29,1.59,6.56,5.22,0.0,19.83,2,2,1
SNP-00335-03,PAI-00335,2024-03-31,10.85,12.42,35.6,11.77,31.6,2,2,0
SNP-00335-04,PAI-00335,2024-04-30,15.35,14.97,50.38,6.78,38.38,2,2,1
SNP-00335-05,PAI-00335,2024-05-31,18.13,22.2,59.5,37.19,75.57,3,3,0
SNP-00335-06,PAI-00335,2024-06-30,21.19,22.2,69.53,0.0,75.57,2,2,2
SNP-00335-07,PAI-00335,2024-07-31,26.42,27.72,86.69,9.11,84.68,2,2,1
SNP-00335-08,PAI-00335,2024-08-31,32.43,33.84,106.4,21.29,105.96,2,2,0
SNP-00335-09,PAI-00335,2024-09-30,36.06,39.67,118.33,18.27,124.23,2,2,0
SNP-00335-10,PAI-00335,2024-10-31,41.77,42.19,137.08,15.19,139.42,2,2,0
SNP-00335-11,PAI-00335,2024-11-30,46.64,46.7,153.05,0.0,139.42,2,2,0
SNP-00335-12,PAI-00335,2024-12-31,49.53,51.49,162.53,28.81,168.24,1,1,0
SNP-00335-13,PAI-00335,2025-01-31,52.46,59.58,172.16,0.0,168.24,2,2,0
SNP-00335-14,PAI-00335,2025-02-28,57.22,63.53,187.76,18.22,186.46,2,2,0
SNP-00335-15,PAI-00335,2025-03-31,62.54,65.9,205.21,29.97,216.43,2,2,0
SNP-00335-16,PAI-00335,2025-04-30,66.66,69.26,218.75,19.07,235.5,3,3,0
SNP-00335-17,PAI-00335,2025-05-31,73.15,77.58,240.05,0.81,236.3,3,3,0
SNP-00335-18,PAI-00335,2025-06-30,75.88,79.06,249.01,0.0,236.3,1,1,0
SNP-00335-19,PAI-00335,2025-07-31,80.38,82.6,263.78,2.66,238.96,2,2,0
SNP-00335-20,PAI-00335,2025-08-31,86.03,89.31,282.29,61.3,300.27,3,3,0
SNP-00335-21,PAI-00335,2025-09-30,88.89,93.83,291.7,3.0,303.26,2,2,0
SNP-00335-22,PAI-00335,2025-10-31,95.3,100.0,312.74,0.0,303.26,1,1,0
SNP-00335-23,PAI-00335,2025-11-30,98.13,100.0,322.01,0.0,303.26,2,2,0
SNP-00335-24,PAI-00335,2025-12-31,100.0,100.0,328.15,0.0,303.26,2,2,0
SNP-00336-01,PAI-00336,2024-01-31,0.0,8.5,0.0,9.0,9.0,2,2,0
SNP-00336-02,PAI-00336,2024-02-29,4.09,9.55,6.32,1.62,10.62,2,2,0
SNP-00336-03,PAI-00336,2024-03-31,8.84,9.55,13.66,4.44,15.06,2,2,2
SNP-00336-04,PAI-00336,2024-04-30,13.09,14.64,20.23,2.68,17.74,2,2,1
SNP-00336-05,PAI-00336,2024-05-31,17.28,18.75,26.69,3.18,20.92,2,2,1
SNP-00336-06,PAI-00336,2024-06-30,23.83,21.1,36.82,12.52,33.43,3,3,3
SNP-00336-07,PAI-00336,2024-07-31,27.7,22.25,42.79,1.99,35.43,2,1,5
SNP-00336-08,PAI-00336,2024-08-31,31.93,28.33,49.33,10.37,45.8,2,1,4
SNP-00336-09,PAI-00336,2024-09-30,35.12,32.22,54.26,0.0,45.8,2,2,4
SNP-00336-10,PAI-00336,2024-10-31,39.47,32.22,60.97,0.0,45.8,2,1,7
SNP-00336-11,PAI-00336,2024-11-30,43.64,34.27,67.43,8.15,53.95,3,2,9
SNP-00336-12,PAI-00336,2024-12-31,48.56,42.5,75.02,2.98,56.93,2,2,5
SNP-00336-13,PAI-00336,2025-01-31,53.69,42.5,82.95,8.83,65.76,2,1,9
SNP-00336-14,PAI-00336,2025-02-28,57.3,48.41,88.52,1.19,66.95,1,1,7
SNP-00336-15,PAI-00336,2025-03-31,62.9,48.41,97.18,1.5,68.45,1,1,11
SNP-00336-16,PAI-00336,2025-04-30,67.62,52.47,104.47,14.97,83.42,2,2,11
SNP-00336-17,PAI-00336,2025-05-31,73.46,52.47,113.49,0.0,83.42,2,1,14
SNP-00336-18,PAI-00336,2025-06-30,77.16,56.29,119.21,0.0,83.42,1,1,14
SNP-00336-19,PAI-00336,2025-07-31,78.48,60.53,121.25,0.0,83.42,1,1,14
SNP-00336-20,PAI-00336,2025-08-31,85.34,60.53,131.84,14.95,98.37,2,1,18
SNP-00336-21,PAI-00336,2025-09-30,88.82,69.39,137.22,15.76,114.13,1,1,14
SNP-00336-22,PAI-00336,2025-10-31,91.93,71.34,142.03,0.0,114.13,2,1,16
SNP-00336-23,PAI-00336,2025-11-30,100.0,71.41,154.49,0.0,114.13,3,2,19
SNP-00336-24,PAI-00336,2025-12-31,100.0,71.41,154.49,0.13,114.26,3,2,22
SNP-00337-01,PAI-00337,2024-01-31,0.0,6.4,0.0,25.83,25.83,1,1,0
SNP-00337-02,PAI-00337,2024-02-29,4.09,8.38,15.17,0.0,25.83,2,2,0
SNP-00337-03,PAI-00337,2024-03-31,9.78,11.74,36.27,18.13,43.96,2,2,0
SNP-00337-04,PAI-00337,2024-04-30,16.45,11.74,60.99,0.0,43.96,1,1,3
SNP-00337-05,PAI-00337,2024-05-31,19.24,16.57,71.32,10.94,54.9,3,3,3
SNP-00337-06,PAI-00337,2024-06-30,22.78,19.56,84.45,15.6,70.5,3,2,4
SNP-00337-07,PAI-00337,2024-07-31,27.44,21.34,101.73,0.0,70.5,2,1,6
SNP-00337-08,PAI-00337,2024-08-31,30.55,27.53,113.27,25.69,96.18,3,3,4
SNP-00337-09,PAI-00337,2024-09-30,35.76,27.82,132.57,4.86,101.04,1,1,7
SNP-00337-10,PAI-00337,2024-10-31,42.33,32.96,156.91,0.0,101.04,1,1,6
SNP-00337-11,PAI-00337,2024-11-30,43.32,34.35,160.6,0.0,101.04,2,2,9
SNP-00337-12,PAI-00337,2024-12-31,49.19,38.73,182.36,13.65,114.7,1,1,9
SNP-00337-13,PAI-00337,2025-01-31,52.96,41.97,196.34,38.11,152.81,2,1,9
SNP-00337-14,PAI-00337,2025-02-28,60.24,42.81,223.3,0.0,152.81,1,1,12
SNP-00337-15,PAI-00337,2025-03-31,62.39,46.39,231.29,6.51,159.31,1,1,12
SNP-00337-16,PAI-00337,2025-04-30,66.53,48.52,246.62,12.98,172.29,2,2,14
SNP-00337-17,PAI-00337,2025-05-31,73.8,58.04,273.59,25.53,197.82,2,2,10
SNP-00337-18,PAI-00337,2025-06-30,75.56,60.06,280.1,0.0,197.82,2,1,11
SNP-00337-19,PAI-00337,2025-07-31,82.99,60.06,307.63,0.0,197.82,2,2,15
SNP-00337-20,PAI-00337,2025-08-31,85.03,66.74,315.22,7.73,205.55,2,2,13
SNP-00337-21,PAI-00337,2025-09-30,91.32,67.64,338.53,9.42,214.97,1,1,15
SNP-00337-22,PAI-00337,2025-10-31,91.29,68.74,338.42,34.83,249.79,2,1,18
SNP-00337-23,PAI-00337,2025-11-30,96.83,69.81,358.94,0.0,249.79,3,2,20
SNP-00337-24,PAI-00337,2025-12-31,100.0,72.07,370.7,0.0,249.79,2,1,22
SNP-00338-01,PAI-00338,2024-01-31,1.31,6.21,2.24,12.43,12.43,2,2,0
SNP-00338-02,PAI-00338,2024-02-29,4.47,10.12,7.67,4.25,16.68,2,2,0
SNP-00338-03,PAI-00338,2024-03-31,9.25,10.12,15.87,1.39,18.07,2,2,1
SNP-00338-04,PAI-00338,2024-04-30,12.23,18.68,20.99,13.6,31.67,2,2,0
SNP-00338-05,PAI-00338,2024-05-31,17.01,24.88,29.19,13.33,45.0,3,3,0
SNP-00338-06,PAI-00338,2024-06-30,21.16,29.46,36.3,4.53,49.53,2,2,0
SNP-00338-07,PAI-00338,2024-07-31,26.59,32.68,45.63,1.49,51.02,2,2,0
SNP-00338-08,PAI-00338,2024-08-31,32.19,35.58,55.24,17.73,68.74,2,2,0
SNP-00338-09,PAI-00338,2024-09-30,36.95,42.24,63.39,8.27,77.01,2,2,0
SNP-00338-10,PAI-00338,2024-10-31,41.42,45.77,71.07,0.0,77.01,2,2,0
SNP-00338-11,PAI-00338,2024-11-30,46.85,52.69,80.39,17.99,95.01,2,2,0
SNP-00338-12,PAI-00338,2024-12-31,48.2,56.67,82.7,0.0,95.01,2,2,0
SNP-00338-13,PAI-00338,2025-01-31,52.95,57.28,90.86,0.0,95.01,2,2,0
SNP-00338-14,PAI-00338,2025-02-28,57.19,64.6,98.13,16.14,111.14,1,1,0
SNP-00338-15,PAI-00338,2025-03-31,64.74,68.47,111.09,14.66,125.81,2,2,0
SNP-00338-16,PAI-00338,2025-04-30,67.05,72.86,115.05,0.0,125.81,2,2,0
SNP-00338-17,PAI-00338,2025-05-31,72.12,79.84,123.76,15.82,141.63,3,3,0
SNP-00338-18,PAI-00338,2025-06-30,75.46,85.53,129.48,11.98,153.61,2,2,0
SNP-00338-19,PAI-00338,2025-07-31,81.44,88.43,139.74,0.0,153.61,2,2,0
SNP-00338-20,PAI-00338,2025-08-31,84.93,92.63,145.73,7.54,161.16,3,3,0
SNP-00338-21,PAI-00338,2025-09-30,91.28,92.63,156.62,11.03,172.19,1,1,0
SNP-00338-22,PAI-00338,2025-10-31,95.64,98.63,164.11,2.63,174.82,3,3,0
SNP-00338-23,PAI-00338,2025-11-30,96.71,100.0,165.94,6.48,181.3,2,2,0
SNP-00338-24,PAI-00338,2025-12-31,100.0,100.0,171.59,0.0,181.3,2,2,0
SNP-00339-01,PAI-00339,2024-01-31,0.0,2.9,0.0,6.63,6.63,2,2,1
