internal_project_id,project_name,ministry,agency,sector,state,project_type,approval_date,start_date,original_end_date,revised_end_date,original_cost_cr,revised_cost_cr,project_code,legacy_ocms_code,pmgid
PAI-00665,Air Navigation Project 665 - Karnataka,Ministry of Civil Aviation,Civil Aviation Authority,Civil Aviation,Karnataka,Air Navigation,2023-08-18,2023-11-11,2026-08-11,2026-08-11,250.93,250.93,PAI26-100664,OCMS-2024-10664,PMG-50664
PAI-00666,Fiber Network Project 666 - Rajasthan,Ministry of Telecommunications,BSNL,Telecom,Rajasthan,Fiber Network,2022-09-25,2023-05-20,2027-01-20,2027-04-17,286.91,325.0,PAI26-100665,OCMS-2018-10665,PMG-50665
PAI-00667,Expressway Project 667 - Odisha,Ministry of Road Transport & Highways,MoRTH,Roads,Odisha,Expressway,2022-02-28,2022-07-28,2024-08-28,2024-08-28,150.0,158.14,PAI26-100666,OCMS-2019-10666,PMG-50666
PAI-00668,Electrification Project 668 - Madhya Pradesh,Ministry of Railways,IRCON,Railways,Madhya Pradesh,Electrification,2023-08-23,2024-06-01,2026-09-01,2026-10-12,189.04,215.28,PAI26-100667,OCMS-2020-10667,PMG-50667
PAI-00669,Grid Modernisation Project 669 - Uttar Pradesh,Ministry of Power,NTPC,Power,Uttar Pradesh,Grid Modernisation,2023-05-10,2023-07-18,2026-11-18,2026-12-29,487.18,525.66,PAI26-100668,OCMS-2021-10668,PMG-50668
PAI-00670,Dredging Project 670 - Chhattisgarh,"Ministry of Ports, Shipping & Waterways",IWAI,Ports & Waterways,Chhattisgarh,Dredging,2022-10-08,2023-05-27,2028-03-27,2028-05-03,305.02,314.51,PAI26-100669,OCMS-2022-10669,PMG-50669
PAI-00671,Terminal Project 671 - Tamil Nadu,Ministry of Civil Aviation,AAI Engineering,Civil Aviation,Tamil Nadu,Terminal,2023-04-06,2024-01-17,2026-01-17,2026-01-17,227.92,235.14,PAI26-100670,OCMS-2023-10670,PMG-50670
PAI-00672,Fiber Network Project 672 - Maharashtra,Ministry of Telecommunications,RailTel,Telecom,Maharashtra,Fiber Network,2022-06-26,2022-09-02,2026-04-02,2026-05-28,150.0,162.32,PAI26-100671,OCMS-2024-10671,PMG-50671
PAI-00673,Road Widening Project 673 - Uttar Pradesh,Ministry of Road Transport & Highways,NHIDCL,Roads,Uttar Pradesh,Road Widening,2023-01-07,2023-03-23,2025-03-23,2025-03-23,410.53,410.53,PAI26-100672,OCMS-2018-10672,PMG-50672
PAI-00674,Bridge Project 674 - Chhattisgarh,Ministry of Railways,Indian Railways,Railways,Chhattisgarh,Bridge,2023-05-21,2023-09-14,2028-06-14,2028-07-05,173.17,173.17,PAI26-100673,OCMS-2019-10673,PMG-50673
PAI-00675,Generation Project 675 - Gujarat,Ministry of Power,Power Grid Corporation,Power,Gujarat,Generation,2023-07-21,2023-12-29,2025-12-29,2026-08-06,150.0,210.18,PAI26-100674,OCMS-2020-10674,PMG-50674
PAI-00676,Dredging Project 676 - Rajasthan,"Ministry of Ports, Shipping & Waterways",IWAI,Ports & Waterways,Rajasthan,Dredging,2023-02-05,2023-07-31,2027-11-30,2028-02-21,319.93,331.0,PAI26-100675,OCMS-2021-10675,PMG-50675
PAI-00677,Runway Project 677 - Assam,Ministry of Civil Aviation,Civil Aviation Authority,Civil Aviation,Assam,Runway,2022-03-03,2022-12-20,2027-01-20,2027-04-08,150.0,168.88,PAI26-100676,OCMS-2022-10676,PMG-50676
PAI-00678,Tower Infrastructure Project 678 - Chhattisgarh,Ministry of Telecommunications,Department of Telecommunications,Telecom,Chhattisgarh,Tower Infrastructure,2023-02-19,2023-12-05,2026-09-05,2026-11-06,150.0,159.43,PAI26-100677,OCMS-2023-10677,PMG-50677
PAI-00679,Expressway Project 679 - Assam,Ministry of Road Transport & Highways,NHIDCL,Roads,Assam,Expressway,2023-10-25,2024-07-15,2028-06-15,2028-09-24,314.51,314.51,PAI26-100678,OCMS-2024-10678,PMG-50678
PAI-00680,Station Redevelopment Project 680 - Kerala,Ministry of Railways,RVNL,Railways,Kerala,Station Redevelopment,2023-01-14,2023-09-29,2028-05-29,2028-08-31,150.0,150.0,PAI26-100679,OCMS-2018-10679,PMG-50679
PAI-00681,Generation Project 681 - Andhra Pradesh,Ministry of Power,Power Grid Corporation,Power,Andhra Pradesh,Generation,2022-08-20,2023-03-03,2026-06-03,2026-07-09,333.44,354.09,PAI26-100680,OCMS-2019-10680,PMG-50680
PAI-00682,Port Expansion Project 682 - Assam,"Ministry of Ports, Shipping & Waterways",Major Port Authority,Ports & Waterways,Assam,Port Expansion,2023-12-21,2024-04-03,2028-06-03,2028-06-03,150.0,150.0,PAI26-100681,OCMS-2020-10681,PMG-50681
PAI-00683,Air Navigation Project 683 - Tamil Nadu,Ministry of Civil Aviation,AAI Engineering,Civil Aviation,Tamil Nadu,Air Navigation,2022-05-15,2022-09-24,2027-04-24,2027-08-01,150.0,150.2,PAI26-100682,OCMS-2021-10682,PMG-50682
PAI-00684,Fiber Network Project 684 - Punjab,Ministry of Telecommunications,Department of Telecommunications,Telecom,Punjab,Fiber Network,2023-05-07,2024-02-14,2026-03-14,2026-10-15,150.0,184.53,PAI26-100683,OCMS-2022-10683,PMG-50683
PAI-00685,Expressway Project 685 - Odisha,Ministry of Road Transport & Highways,NHIDCL,Roads,Odisha,Expressway,2022-03-27,2022-10-02,2025-06-02,2025-06-02,169.89,177.29,PAI26-100684,OCMS-2023-10684,PMG-50684
PAI-00686,Rail Corridor Project 686 - West Bengal,Ministry of Railways,IRCON,Railways,West Bengal,Rail Corridor,2023-09-20,2024-06-15,2027-01-15,2027-02-17,160.98,161.6,PAI26-100685,OCMS-2024-10685,PMG-50685
PAI-00687,Substation Project 687 - West Bengal,Ministry of Power,Power Grid Corporation,Power,West Bengal,Substation,2022-04-17,2022-08-11,2025-11-11,2026-05-06,150.0,184.54,PAI26-100686,OCMS-2018-10686,PMG-50686
PAI-00688,Port Expansion Project 688 - Tamil Nadu,"Ministry of Ports, Shipping & Waterways",IWAI,Ports & Waterways,Tamil Nadu,Port Expansion,2022-05-03,2022-07-25,2026-12-25,2027-02-23,299.01,344.76,PAI26-100687,OCMS-2019-10687,PMG-50687
PAI-00689,Runway Project 689 - Kerala,Ministry of Civil Aviation,Civil Aviation Authority,Civil Aviation,Kerala,Runway,2022-04-22,2022-07-09,2026-03-09,2026-04-01,172.44,197.84,PAI26-100688,OCMS-2020-10688,PMG-50688
PAI-00690,5G Infrastructure Project 690 - West Bengal,Ministry of Telecommunications,RailTel,Telecom,West Bengal,5G Infrastructure,2022-09-15,2023-03-22,2028-02-22,2028-05-27,150.0,175.36,PAI26-100689,OCMS-2021-10689,PMG-50689
PAI-00691,Expressway Project 691 - Madhya Pradesh,Ministry of Road Transport & Highways,NHAI,Roads,Madhya Pradesh,Expressway,2023-03-01,2023-10-29,2026-01-29,2026-02-16,222.8,222.8,PAI26-100690,OCMS-2022-10690,PMG-50690
PAI-00692,Station Redevelopment Project 692 - Kerala,Ministry of Railways,IRCON,Railways,Kerala,Station Redevelopment,2023-05-22,2024-01-01,2026-05-01,2027-02-15,150.0,204.49,PAI26-100691,OCMS-2023-10691,PMG-50691
PAI-00693,Generation Project 693 - Jharkhand,Ministry of Power,NTPC,Power,Jharkhand,Generation,2023-04-08,2024-01-07,2026-10-07,2026-11-24,326.48,350.28,PAI26-100692,OCMS-2024-10692,PMG-50692
PAI-00694,Terminal Project 694 - Bihar,"Ministry of Ports, Shipping & Waterways",IWAI,Ports & Waterways,Bihar,Terminal,2023-08-09,2023-10-22,2028-06-22,2028-11-21,150.0,181.62,PAI26-100693,OCMS-2018-10693,PMG-50693
PAI-00695,Runway Project 695 - Assam,Ministry of Civil Aviation,Civil Aviation Authority,Civil Aviation,Assam,Runway,2023-05-27,2023-08-19,2025-12-19,2026-04-02,476.97,628.77,PAI26-100694,OCMS-2019-10694,PMG-50694
PAI-00696,Tower Infrastructure Project 696 - Kerala,Ministry of Telecommunications,BSNL,Telecom,Kerala,Tower Infrastructure,2022-12-31,2023-09-07,2027-09-07,2027-10-11,872.31,913.85,PAI26-100695,OCMS-2020-10695,PMG-50695
PAI-00697,Expressway Project 697 - Chhattisgarh,Ministry of Road Transport & Highways,NHIDCL,Roads,Chhattisgarh,Expressway,2023-06-23,2024-02-16,2026-08-16,2027-01-13,223.21,277.85,PAI26-100696,OCMS-2021-10696,PMG-50696
PAI-00698,Electrification Project 698 - Kerala,Ministry of Railways,RVNL,Railways,Kerala,Electrification,2022-02-21,2022-05-28,2026-12-28,2027-09-20,232.54,330.72,PAI26-100697,OCMS-2022-10697,PMG-50697
PAI-00699,Grid Modernisation Project 699 - Madhya Pradesh,Ministry of Power,NTPC,Power,Madhya Pradesh,Grid Modernisation,2023-06-19,2023-12-04,2027-02-04,2027-09-08,150.0,189.98,PAI26-100698,OCMS-2023-10698,PMG-50698
PAI-00700,Terminal Project 700 - Punjab,"Ministry of Ports, Shipping & Waterways",Major Port Authority,Ports & Waterways,Punjab,Terminal,2023-05-24,2023-08-22,2026-08-22,2026-10-14,287.61,318.95,PAI26-100699,OCMS-2024-10699,PMG-50699
PAI-00701,Air Navigation Project 701 - Andhra Pradesh,Ministry of Civil Aviation,AAI Engineering,Civil Aviation,Andhra Pradesh,Air Navigation,2022-07-17,2023-02-26,2026-11-26,2027-01-15,569.19,596.38,PAI26-100700,OCMS-2018-10700,PMG-50700
PAI-00702,5G Infrastructure Project 702 - Jharkhand,Ministry of Telecommunications,BSNL,Telecom,Jharkhand,5G Infrastructure,2022-03-21,2022-11-01,2025-08-01,2025-09-11,375.11,387.65,PAI26-100701,OCMS-2019-10701,PMG-50701
PAI-00703,National Highway Project 703 - Punjab,Ministry of Road Transport & Highways,NHIDCL,Roads,Punjab,National Highway,2023-02-19,2023-11-28,2028-05-28,2028-06-25,1431.58,1471.36,PAI26-100702,OCMS-2020-10702,PMG-50702
PAI-00704,Rail Corridor Project 704 - Kerala,Ministry of Railways,Indian Railways,Railways,Kerala,Rail Corridor,2023-03-09,2023-06-17,2027-06-17,2027-07-31,150.0,162.84,PAI26-100703,OCMS-2021-10703,PMG-50703
PAI-00705,Grid Modernisation Project 705 - Karnataka,Ministry of Power,NHPC,Power,Karnataka,Grid Modernisation,2022-08-10,2022-12-04,2027-07-04,2027-09-22,150.0,164.38,PAI26-100704,OCMS-2022-10704,PMG-50704
PAI-00706,Port Expansion Project 706 - Bihar,"Ministry of Ports, Shipping & Waterways",IWAI,Ports & Waterways,Bihar,Port Expansion,2023-02-14,2023-08-12,2025-11-12,2025-11-28,391.03,405.86,PAI26-100705,OCMS-2023-10705,PMG-50705
PAI-00707,Runway Project 707 - Chhattisgarh,Ministry of Civil Aviation,AAI Engineering,Civil Aviation,Chhattisgarh,Runway,2023-04-25,2023-10-15,2025-12-15,2026-02-19,150.0,171.52,PAI26-100706,OCMS-2024-10706,PMG-50706
PAI-00708,Tower Infrastructure Project 708 - Telangana,Ministry of Telecommunications,Department of Telecommunications,Telecom,Telangana,Tower Infrastructure,2023-08-08,2024-03-10,2026-06-10,2026-09-28,445.08,573.92,PAI26-100707,OCMS-2018-10707,PMG-50707
PAI-00709,Road Widening Project 709 - Punjab,Ministry of Road Transport & Highways,NHAI,Roads,Punjab,Road Widening,2023-01-07,2023-03-28,2026-12-28,2027-01-25,353.29,380.89,PAI26-100708,OCMS-2019-10708,PMG-50708
PAI-00710,Bridge Project 710 - Sikkim,Ministry of Railways,IRCON,Railways,Sikkim,Bridge,2023-11-05,2024-06-22,2029-02-22,2029-03-07,293.95,295.63,PAI26-100709,OCMS-2020-10709,PMG-50709
PAI-00711,Transmission Project 711 - Gujarat,Ministry of Power,NHPC,Power,Gujarat,Transmission,2023-03-12,2023-05-26,2026-03-26,2026-05-27,150.0,150.73,PAI26-100710,OCMS-2021-10710,PMG-50710
PAI-00712,Port Expansion Project 712 - Kerala,"Ministry of Ports, Shipping & Waterways",Major Port Authority,Ports & Waterways,Kerala,Port Expansion,2022-04-03,2022-08-20,2024-10-20,2024-12-23,393.7,418.78,PAI26-100711,OCMS-2022-10711,PMG-50711
PAI-00713,Airport Expansion Project 713 - Assam,Ministry of Civil Aviation,AAI Engineering,Civil Aviation,Assam,Airport Expansion,2022-07-29,2022-10-07,2026-07-07,2026-07-13,222.12,234.88,PAI26-100712,OCMS-2023-10712,PMG-50712
PAI-00714,Data Network Project 714 - Bihar,Ministry of Telecommunications,RailTel,Telecom,Bihar,Data Network,2022-04-10,2022-09-07,2027-05-07,2027-05-07,150.0,150.0,PAI26-100713,OCMS-2024-10713,PMG-50713
PAI-00715,Road Widening Project 715 - Madhya Pradesh,Ministry of Road Transport & Highways,NHIDCL,Roads,Madhya Pradesh,Road Widening,2023-08-19,2024-02-10,2027-05-10,2027-06-07,168.89,182.11,PAI26-100714,OCMS-2018-10714,PMG-50714
PAI-00716,Bridge Project 716 - Madhya Pradesh,Ministry of Railways,RVNL,Railways,Madhya Pradesh,Bridge,2023-05-30,2023-08-17,2025-12-17,2026-01-09,150.0,150.0,PAI26-100715,OCMS-2019-10715,PMG-50715
PAI-00717,Generation Project 717 - Rajasthan,Ministry of Power,Power Grid Corporation,Power,Rajasthan,Generation,2022-08-04,2022-10-20,2026-09-20,2026-12-13,173.55,173.55,PAI26-100716,OCMS-2020-10716,PMG-50716
PAI-00718,Dredging Project 718 - Odisha,"Ministry of Ports, Shipping & Waterways",Sagarmala Development Corporation,Ports & Waterways,Odisha,Dredging,2023-06-03,2024-03-20,2029-03-20,2029-03-20,203.6,203.6,PAI26-100717,OCMS-2021-10717,PMG-50717
PAI-00719,Runway Project 719 - Tamil Nadu,Ministry of Civil Aviation,Civil Aviation Authority,Civil Aviation,Tamil Nadu,Runway,2022-08-08,2023-02-11,2027-10-11,2027-11-27,150.0,171.35,PAI26-100718,OCMS-2022-10718,PMG-50718
PAI-00720,Fiber Network Project 720 - Gujarat,Ministry of Telecommunications,RailTel,Telecom,Gujarat,Fiber Network,2022-09-07,2023-04-15,2026-10-15,2027-04-27,150.0,174.69,PAI26-100719,OCMS-2023-10719,PMG-50719
PAI-00721,Expressway Project 721 - Tamil Nadu,Ministry of Road Transport & Highways,MoRTH,Roads,Tamil Nadu,Expressway,2023-10-15,2024-02-11,2027-05-11,2027-10-12,150.0,170.5,PAI26-100720,OCMS-2024-10720,PMG-50720
PAI-00722,Station Redevelopment Project 722 - Telangana,Ministry of Railways,IRCON,Railways,Telangana,Station Redevelopment,2023-04-15,2023-12-15,2027-10-15,2027-12-09,304.37,377.71,PAI26-100721,OCMS-2018-10721,PMG-50721
PAI-00723,Grid Modernisation Project 723 - Chhattisgarh,Ministry of Power,NTPC,Power,Chhattisgarh,Grid Modernisation,2022-11-12,2023-04-22,2026-10-22,2027-07-08,427.0,577.15,PAI26-100722,OCMS-2019-10722,PMG-50722
PAI-00724,Port Expansion Project 724 - Sikkim,"Ministry of Ports, Shipping & Waterways",Major Port Authority,Ports & Waterways,Sikkim,Port Expansion,2022-01-03,2022-09-20,2025-07-20,2025-11-26,230.92,271.41,PAI26-100723,OCMS-2020-10723,PMG-50723
PAI-00725,Airport Expansion Project 725 - Maharashtra,Ministry of Civil Aviation,Civil Aviation Authority,Civil Aviation,Maharashtra,Airport Expansion,2022-07-02,2022-12-24,2025-11-24,2026-01-09,150.0,157.99,PAI26-100724,OCMS-2021-10724,PMG-50724
PAI-00726,5G Infrastructure Project 726 - Telangana,Ministry of Telecommunications,RailTel,Telecom,Telangana,5G Infrastructure,2022-08-02,2023-03-13,2025-07-13,2025-07-21,254.68,260.98,PAI26-100725,OCMS-2022-10725,PMG-50725
PAI-00727,Bridge Project 727 - Odisha,Ministry of Road Transport & Highways,NHIDCL,Roads,Odisha,Bridge,2023-02-11,2023-09-03,2028-04-03,2028-07-21,409.84,456.9,PAI26-100726,OCMS-2023-10726,PMG-50726
PAI-00728,Bridge Project 728 - Punjab,Ministry of Railways,IRCON,Railways,Punjab,Bridge,2023-05-31,2024-01-28,2026-05-28,2026-06-17,163.99,170.28,PAI26-100727,OCMS-2024-10727,PMG-50727
PAI-00729,Transmission Project 729 - Andhra Pradesh,Ministry of Power,Power Grid Corporation,Power,Andhra Pradesh,Transmission,2022-02-04,2022-06-28,2027-02-28,2027-06-25,317.9,350.51,PAI26-100728,OCMS-2018-10728,PMG-50728
PAI-00730,Inland Waterway Project 730 - Odisha,"Ministry of Ports, Shipping & Waterways",IWAI,Ports & Waterways,Odisha,Inland Waterway,2022-07-09,2022-12-06,2025-12-06,2025-12-06,210.01,213.35,PAI26-100729,OCMS-2019-10729,PMG-50729
PAI-00731,Air Navigation Project 731 - Jharkhand,Ministry of Civil Aviation,AAI,Civil Aviation,Jharkhand,Air Navigation,2022-12-31,2023-06-28,2027-03-28,2027-03-28,771.62,828.52,PAI26-100730,OCMS-2020-10730,PMG-50730
PAI-00732,Tower Infrastructure Project 732 - Chhattisgarh,Ministry of Telecommunications,RailTel,Telecom,Chhattisgarh,Tower Infrastructure,2023-10-13,2024-01-05,2029-01-05,2029-02-05,1003.22,1003.22,PAI26-100731,OCMS-2021-10731,PMG-50731
PAI-00733,Road Widening Project 733 - Punjab,Ministry of Road Transport & Highways,NHAI,Roads,Punjab,Road Widening,2022-04-19,2022-07-27,2025-04-27,2025-08-09,244.74,250.29,PAI26-100732,OCMS-2022-10732,PMG-50732
PAI-00734,Bridge Project 734 - Rajasthan,Ministry of Railways,IRCON,Railways,Rajasthan,Bridge,2022-05-29,2022-12-23,2025-05-23,2025-06-02,503.77,503.77,PAI26-100733,OCMS-2023-10733,PMG-50733
PAI-00735,Substation Project 735 - Karnataka,Ministry of Power,NHPC,Power,Karnataka,Substation,2022-01-20,2022-10-25,2027-09-25,2027-12-05,150.0,151.86,PAI26-100734,OCMS-2024-10734,PMG-50734
PAI-00736,Inland Waterway Project 736 - Maharashtra,"Ministry of Ports, Shipping & Waterways",Major Port Authority,Ports & Waterways,Maharashtra,Inland Waterway,2023-07-10,2023-10-10,2025-10-10,2025-10-10,150.0,156.98,PAI26-100735,OCMS-2018-10735,PMG-50735
PAI-00737,Runway Project 737 - Kerala,Ministry of Civil Aviation,AAI,Civil Aviation,Kerala,Runway,2023-06-14,2023-09-01,2026-04-01,2026-04-27,150.0,166.61,PAI26-100736,OCMS-2019-10736,PMG-50736
PAI-00738,Data Network Project 738 - Punjab,Ministry of Telecommunications,BSNL,Telecom,Punjab,Data Network,2023-03-08,2023-09-03,2027-03-03,2027-05-21,276.71,296.25,PAI26-100737,OCMS-2020-10737,PMG-50737
PAI-00739,Expressway Project 739 - Gujarat,Ministry of Road Transport & Highways,MoRTH,Roads,Gujarat,Expressway,2023-09-13,2024-05-19,2028-12-19,2029-02-14,156.09,188.29,PAI26-100738,OCMS-2021-10738,PMG-50738
PAI-00740,Station Redevelopment Project 740 - Chhattisgarh,Ministry of Railways,Indian Railways,Railways,Chhattisgarh,Station Redevelopment,2023-03-28,2023-10-28,2028-08-28,2028-11-04,265.26,278.13,PAI26-100739,OCMS-2022-10739,PMG-50739
PAI-00741,Generation Project 741 - Rajasthan,Ministry of Power,NHPC,Power,Rajasthan,Generation,2022-08-04,2023-02-20,2028-01-20,2028-01-31,150.0,156.45,PAI26-100740,OCMS-2023-10740,PMG-50740
PAI-00742,Inland Waterway Project 742 - Kerala,"Ministry of Ports, Shipping & Waterways",IWAI,Ports & Waterways,Kerala,Inland Waterway,2023-01-14,2023-11-08,2028-10-08,2028-10-08,265.3,273.06,PAI26-100741,OCMS-2024-10741,PMG-50741
PAI-00743,Air Navigation Project 743 - Chhattisgarh,Ministry of Civil Aviation,AAI Engineering,Civil Aviation,Chhattisgarh,Air Navigation,2022-12-09,2023-08-09,2027-03-09,2027-03-09,160.52,175.53,PAI26-100742,OCMS-2018-10742,PMG-50742
PAI-00744,Data Network Project 744 - Jharkhand,Ministry of Telecommunications,RailTel,Telecom,Jharkhand,Data Network,2023-07-08,2024-01-22,2026-02-22,2026-03-23,176.57,189.71,PAI26-100743,OCMS-2019-10743,PMG-50743
PAI-00745,Expressway Project 745 - Bihar,Ministry of Road Transport & Highways,NHIDCL,Roads,Bihar,Expressway,2023-04-02,2023-09-25,2027-02-25,2027-06-30,150.0,180.28,PAI26-100744,OCMS-2020-10744,PMG-50744
PAI-00746,Bridge Project 746 - Madhya Pradesh,Ministry of Railways,IRCON,Railways,Madhya Pradesh,Bridge,2023-11-10,2024-07-08,2026-09-08,2027-01-21,150.0,187.9,PAI26-100745,OCMS-2021-10745,PMG-50745
PAI-00747,Transmission Project 747 - Punjab,Ministry of Power,Power Grid Corporation,Power,Punjab,Transmission,2022-09-18,2023-02-14,2027-01-14,2027-02-28,274.83,300.45,PAI26-100746,OCMS-2022-10746,PMG-50746
PAI-00748,Inland Waterway Project 748 - Assam,"Ministry of Ports, Shipping & Waterways",Sagarmala Development Corporation,Ports & Waterways,Assam,Inland Waterway,2022-12-17,2023-05-28,2027-07-28,2028-04-09,156.99,214.93,PAI26-100747,OCMS-2023-10747,PMG-50747
PAI-00749,Airport Expansion Project 749 - Telangana,Ministry of Civil Aviation,Civil Aviation Authority,Civil Aviation,Telangana,Airport Expansion,2022-08-04,2023-03-29,2027-11-29,2027-11-29,150.0,159.55,PAI26-100748,OCMS-2024-10748,PMG-50748
PAI-00750,Tower Infrastructure Project 750 - Chhattisgarh,Ministry of Telecommunications,BSNL,Telecom,Chhattisgarh,Tower Infrastructure,2022-11-01,2023-08-08,2028-08-08,2028-09-13,251.51,269.29,PAI26-100749,OCMS-2018-10749,PMG-50749
